,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
4875,5,29/07/2008,102900,0.2,2.3,7.5,83.2,7.69,13.5,22.5,16.5,8.0
4876,5,29/07/2008,102900,10.0,,7.1,79.9,7.66,14.6,24.1,16.55,7.0
4877,5,29/07/2008,102900,12.0,,7.1,79.4,7.66,15.3,25.1,16.56,7.0
4878,5,29/07/2008,102900,2.0,,7.3,80.8,7.68,13.6,22.6,16.5,9.0
4879,5,29/07/2008,102900,4.0,,7.2,80.2,7.66,14.0,23.2,16.52,9.0
4880,5,29/07/2008,102900,6.0,,7.2,80.0,7.67,14.2,23.5,16.55,8.0
4881,5,29/07/2008,102900,8.0,,7.2,80.0,7.67,14.4,23.8,16.56,7.0
4882,5,3/09/2008,143900,0.2,5.7,6.8,91.5,7.76,29.3,45.2,21.48,8.0
4883,5,3/09/2008,143900,2.0,,6.8,91.7,7.76,29.2,45.1,21.52,6.0
4884,5,3/09/2008,143900,4.0,,6.8,91.7,7.76,29.3,45.2,21.51,6.0
4885,5,3/09/2008,143900,6.0,,6.8,91.7,7.77,29.3,45.2,21.5,5.0
4886,5,3/09/2008,143900,8.0,,6.8,91.5,7.77,29.3,45.3,21.5,8.0
4888,5,1/10/2008,123400,0.2,,7.6,107.6,8.09,32.2,49.3,23.63,7.0
4889,5,1/10/2008,123400,2.0,,7.6,107.8,8.08,32.2,49.2,23.62,10.0
4890,5,1/10/2008,123400,4.0,,7.6,108.1,8.09,32.3,49.4,23.65,9.0
4891,5,1/10/2008,123400,6.0,,7.6,108.2,8.08,32.3,49.4,23.63,10.0
4892,5,1/10/2008,123400,8.0,,7.6,108.1,8.09,32.3,49.4,23.65,9.0
4893,5,27/10/2008,134800,0.2,4.9,7.9,113.3,8.13,29.7,45.7,25.31,9.0
4894,5,27/10/2008,134800,10.0,,7.7,110.8,8.1,29.8,46.0,25.29,13.0
4895,5,27/10/2008,134800,2.0,,7.8,112.5,8.1,29.7,45.8,25.22,10.0
4896,5,27/10/2008,134800,4.0,,7.7,110.8,8.08,29.8,45.9,25.15,10.0
4897,5,27/10/2008,134800,6.0,,7.6,109.2,8.08,29.8,46.0,25.2,12.0
4898,5,27/10/2008,134800,8.0,,7.7,110.5,8.1,29.8,46.0,25.3,10.0
4899,5,26/11/2008,114100,0.2,4.3,7.8,115.6,7.97,29.9,46.0,27.28,10.0
4900,5,26/11/2008,114100,10.0,,7.1,105.5,7.96,30.0,46.2,27.26,13.0
4901,5,26/11/2008,114100,12.0,,7.0,103.7,7.95,30.0,46.3,27.26,13.0
4902,5,26/11/2008,114100,2.0,,7.7,114.7,7.98,30.1,46.3,27.24,10.0
4903,5,26/11/2008,114100,4.0,,7.4,110.9,7.96,30.1,46.3,27.24,10.0
4904,5,26/11/2008,114100,6.0,,7.4,109.9,7.97,30.1,46.3,27.25,10.0
4905,5,26/11/2008,114100,8.0,,7.1,105.2,7.96,30.0,46.2,27.26,13.0
4906,5,18/12/2008,163000,0.2,4.4,6.4,99.1,7.89,31.9,48.8,29.25,8.0
4907,5,18/12/2008,163000,2.0,,6.4,99.3,7.88,31.9,48.9,29.27,8.0
4908,5,18/12/2008,163000,4.0,,6.4,99.6,7.88,31.9,48.8,29.27,10.0
4909,5,18/12/2008,163000,6.0,,6.4,99.6,7.88,32.0,48.9,29.23,11.0
4910,5,18/12/2008,163000,8.0,,6.4,99.5,7.88,32.0,49.0,29.22,13.0
4911,5,18/12/2008,163000,9.0,,6.4,99.4,7.88,32.0,49.0,29.24,15.0
4912,5,29/01/2009,115200,0.2,7.7,6.7,103.5,8.13,34.3,52.1,28.1,12.0
4913,5,29/01/2009,115200,10.0,,6.4,99.6,8.11,34.4,52.3,28.05,12.0
4914,5,29/01/2009,115200,12.0,,6.4,99.4,8.11,34.4,52.2,28.08,13.0
4915,5,29/01/2009,115200,2.0,,6.7,103.6,8.12,34.2,51.9,28.18,13.0
4916,5,29/01/2009,115200,4.0,,6.6,103.0,8.11,34.2,51.9,28.19,12.0
4917,5,29/01/2009,115200,6.0,,6.4,99.9,8.1,34.4,52.3,28.05,14.0
4918,5,29/01/2009,115200,8.0,,6.4,99.7,8.1,34.4,52.3,28.05,14.0
4919,5,23/02/2009,120500,0.2,4.6,4.7,69.5,7.86,24.0,37.8,28.99,7.0
4920,5,23/02/2009,120500,2.0,,4.7,69.9,7.84,23.8,37.5,28.97,6.0
4921,5,23/02/2009,120500,4.0,,4.6,67.8,7.85,23.8,37.5,28.98,10.0
4922,5,23/02/2009,120500,6.0,,4.6,68.2,7.85,24.2,38.0,28.98,9.0
4923,5,23/02/2009,120500,8.0,,4.6,68.2,7.86,24.2,38.0,28.98,10.0
4924,5,25/02/2009,104200,0.2,5.5,6.1,93.0,8.08,31.2,47.9,28.08,10.0
4925,5,25/02/2009,104200,10.0,,5.9,89.7,8.09,31.4,48.1,28.07,12.0
4926,5,25/02/2009,104200,2.0,,6.1,92.3,8.09,31.3,48.0,28.08,12.0
4927,5,25/02/2009,104200,4.0,,6.0,91.9,8.1,31.4,48.1,28.07,13.0
4928,5,25/02/2009,104200,6.0,,6.0,91.1,8.08,31.3,48.1,28.07,10.0
4929,5,25/02/2009,104200,8.0,,5.9,90.1,8.09,31.4,48.1,28.07,13.0
4930,5,26/03/2009,130100,0.2,,7.0,101.0,7.97,29.0,44.8,25.8,21.0
4932,5,26/03/2009,130100,2.0,,7.0,100.9,7.96,29.1,44.9,25.79,19.0
4933,5,26/03/2009,130100,4.0,,7.0,100.8,7.95,29.2,45.1,25.81,22.0
4934,5,26/03/2009,130100,6.0,,7.0,102.3,7.97,29.4,45.3,25.94,29.0
4935,5,26/03/2009,130100,8.0,,7.1,103.0,7.97,29.3,45.2,26.01,26.0
4936,5,28/04/2009,130900,0.2,,7.2,102.7,7.92,28.3,43.9,25.07,4.0
4938,5,28/04/2009,130900,10.0,,7.1,101.1,7.86,28.6,44.3,25.17,4.0
4939,5,28/04/2009,130900,2.0,,7.2,102.6,7.9,28.4,44.0,25.06,4.0
4940,5,28/04/2009,130900,4.0,,7.2,102.9,7.9,28.5,44.1,25.06,5.0
4941,5,28/04/2009,130900,6.0,,7.0,100.3,7.87,28.8,44.5,25.19,6.0
4942,5,28/04/2009,130900,8.0,,7.0,100.5,7.87,28.7,44.4,25.13,5.0
4943,5,25/05/2009,132800,0.2,6.4,6.8,85.4,7.75,20.3,32.6,20.82,8.0
4944,5,25/05/2009,132800,10.0,,6.7,84.2,7.75,20.7,33.1,20.87,9.0
4945,5,25/05/2009,132800,2.0,,6.6,83.5,7.77,20.9,33.3,20.89,9.0
4946,5,25/05/2009,132800,4.0,,6.7,84.4,7.79,20.9,33.4,20.96,10.0
4947,5,25/05/2009,132800,6.0,,6.7,84.4,7.75,20.7,33.1,20.9,10.0
4948,5,25/05/2009,132800,8.0,,6.7,84.4,7.75,20.7,33.1,20.89,10.0
4949,5,23/06/2009,125800,0.2,7.5,7.1,91.4,7.67,26.5,41.3,20.27,10.0
4950,5,23/06/2009,125800,10.0,,7.0,90.8,7.71,26.9,41.9,20.26,15.0
4951,5,23/06/2009,125800,2.0,,6.9,89.7,7.64,26.5,41.3,20.27,12.0
4952,5,23/06/2009,125800,4.0,,6.9,89.4,7.66,26.8,41.8,20.25,12.0
4953,5,23/06/2009,125800,6.0,,7.0,90.3,7.66,26.9,41.9,20.25,13.0
4954,5,23/06/2009,125800,8.0,,7.0,90.5,7.65,26.9,41.9,20.25,12.0
4955,5,21/07/2009,105000,0.2,,8.6,109.5,7.86,29.8,46.0,18.35,17.0
4956,5,21/07/2009,105000,2.0,,8.5,107.6,7.86,30.0,46.2,18.33,22.0
4957,5,21/07/2009,105000,4.0,,8.3,105.4,7.86,29.9,46.0,18.34,21.0
4958,5,21/07/2009,105000,6.0,,8.2,104.5,7.86,30.1,46.3,18.32,22.0
4959,5,21/07/2009,105000,8.0,,8.2,103.7,7.86,30.0,46.2,18.32,20.0
4960,5,21/07/2009,105000,9.0,,8.1,103.0,7.86,30.0,46.2,18.32,19.0
4961,5,18/08/2009,114000,0.2,1.7,7.7,104.1,7.58,28.8,44.6,21.67,3.0
4962,5,18/08/2009,114000,2.0,,7.7,103.2,7.56,28.9,44.7,21.64,3.0
4963,5,18/08/2009,114000,4.0,,7.7,104.2,7.59,29.2,45.1,21.59,4.0
4964,5,18/08/2009,114000,6.0,,7.7,104.1,7.56,29.1,45.0,21.61,4.0
4965,5,15/09/2009,83700,0.2,4.2,7.0,97.2,7.87,31.3,48.0,22.96,3.0
4966,5,15/09/2009,83700,2.0,,7.0,97.0,7.86,31.3,47.9,22.96,3.0
4967,5,15/09/2009,83700,4.0,,6.9,96.9,7.86,31.2,47.9,22.96,4.0
4968,5,15/09/2009,83700,6.0,,6.9,97.0,7.88,31.6,48.4,22.96,6.0
4969,5,15/09/2009,83700,8.0,,6.9,97.1,7.88,31.5,48.4,22.98,6.0
4970,5,21/10/2009,135800,0.2,7.5,7.4,108.0,8.22,34.1,51.8,24.49,4.0
4971,5,21/10/2009,135800,10.0,,7.5,108.7,8.19,34.2,51.9,24.51,6.0
4972,5,21/10/2009,135800,2.0,,7.5,108.7,8.21,34.2,51.9,24.5,7.0
4973,5,21/10/2009,135800,4.0,,7.5,108.8,8.21,34.2,52.0,24.54,7.0
4974,5,21/10/2009,135800,6.0,,7.5,108.7,8.21,34.2,52.0,24.54,5.0
4975,5,21/10/2009,135800,8.0,,7.5,108.7,8.2,34.2,51.9,24.53,4.0
4976,5,17/11/2009,115400,0.2,0.5,6.8,102.0,8.08,34.1,51.8,26.62,12.0
4977,5,17/11/2009,115400,2.0,,6.7,101.4,8.03,34.1,51.8,26.6,17.0
4978,5,17/11/2009,115400,4.0,,6.7,100.9,8.0,34.2,52.0,26.62,15.0
4979,5,17/11/2009,115400,6.0,,6.7,101.3,7.99,34.3,52.1,26.7,16.0
4980,5,17/11/2009,115400,7.5,,6.7,101.3,7.99,34.3,52.1,26.7,16.0
4981,5,15/12/2009,110300,0.2,4.7,5.9,92.3,7.96,34.6,52.5,29.0,5.0
4982,5,15/12/2009,110300,10.0,,5.8,90.9,7.96,35.1,53.2,28.93,7.0
4983,5,15/12/2009,110300,12.0,,5.8,91.1,7.95,35.0,53.0,28.96,5.0
4984,5,15/12/2009,110300,14.0,,5.8,91.1,7.95,35.0,53.0,28.96,5.0
4985,5,15/12/2009,110300,2.0,,5.8,91.7,7.95,34.6,52.5,29.01,5.0
4986,5,15/12/2009,110300,4.0,,5.8,91.3,7.95,34.7,52.6,29.0,6.0
4987,5,15/12/2009,110300,6.0,,5.8,90.9,7.96,35.1,53.2,28.91,7.0
4988,5,15/12/2009,110300,8.0,,5.7,90.5,7.96,35.2,53.3,28.91,8.0
4989,5,19/01/2010,133500,0.2,4.0,5.6,86.8,8.25,30.8,47.3,29.28,5.0
4990,5,19/01/2010,133500,10.0,,5.3,82.2,8.24,31.7,48.5,29.18,5.0
4991,5,19/01/2010,133500,2.0,,5.5,85.0,8.25,31.6,48.4,29.07,6.0
4992,5,19/01/2010,133500,4.0,,5.4,84.1,8.24,31.9,48.8,29.06,7.0
4993,5,19/01/2010,133500,6.0,,5.3,83.1,8.24,31.9,48.8,29.16,6.0
4994,5,19/01/2010,133500,8.0,,5.3,82.5,8.24,31.8,48.7,29.19,5.0
4995,5,15/02/2010,124000,0.2,13.6,5.8,82.4,7.49,17.8,28.8,28.83,7.0
4996,5,15/02/2010,124000,2.0,,5.4,78.1,7.51,20.1,32.2,28.65,8.0
4997,5,15/02/2010,124000,4.0,,5.2,76.6,7.55,22.5,35.6,28.53,10.0
4998,5,15/02/2010,124000,6.0,,5.2,76.3,7.58,24.2,38.1,28.47,13.0
5000,5,16/03/2010,120200,0.2,,6.8,84.8,7.32,4.65,8.37,25.54,119.0
5001,5,16/03/2010,120200,2.0,,6.7,84.6,7.29,5.39,9.59,25.54,119.0
5002,5,16/03/2010,120200,4.0,,6.4,84.7,7.6,14.9,24.5,25.55,110.0
5003,5,16/03/2010,120200,6.0,,6.2,84.9,7.73,19.3,31.1,25.6,121.0
5004,5,21/04/2010,73900,0.2,9.8,7.1,95.4,8.01,21.6,34.4,23.99,3.0
5005,5,21/04/2010,73900,10.0,,6.8,94.3,8.07,27.2,42.3,24.2,5.0
5006,5,21/04/2010,73900,2.0,,7.0,94.8,7.99,21.8,34.6,23.97,4.0
5007,5,21/04/2010,73900,4.0,,7.0,94.2,7.99,22.0,34.9,23.95,4.0
5008,5,21/04/2010,73900,6.0,,6.8,93.9,8.06,26.5,41.3,24.15,5.0
5009,5,21/04/2010,73900,8.0,,6.8,94.1,8.07,26.7,41.6,24.17,4.0
5010,5,25/05/2010,91700,0.2,4.0,6.8,89.3,7.89,29.8,46.0,20.46,13.0
5011,5,25/05/2010,91700,2.0,,6.7,89.0,7.89,29.9,46.1,20.47,19.0
5012,5,25/05/2010,91700,4.0,,6.7,89.0,7.9,30.0,46.2,20.46,26.0
5013,5,22/06/2010,80900,0.2,1.7,7.6,96.8,8.01,30.0,46.2,18.37,5.0
5014,5,22/06/2010,80900,10.0,,7.5,95.6,7.99,30.2,46.5,18.38,6.0
5015,5,22/06/2010,80900,12.0,,7.5,95.5,7.98,30.2,46.5,18.38,5.0
5016,5,22/06/2010,80900,2.0,,7.5,96.2,8.0,30.1,46.4,18.38,6.0
5017,5,22/06/2010,80900,4.0,,7.5,96.0,8.01,30.3,46.6,18.38,6.0
5018,5,22/06/2010,80900,6.0,,7.5,95.7,8.0,30.3,46.7,18.38,6.0
5019,5,22/06/2010,80900,8.0,,7.5,95.7,8.0,30.3,46.6,18.38,5.0
5020,5,27/07/2010,111400,0.2,5.1,8.3,107.7,8.1,32.4,49.5,18.63,6.0
5021,5,27/07/2010,111400,10.0,,8.2,107.1,8.07,32.5,49.7,18.65,14.0
5022,5,27/07/2010,111400,12.0,,8.2,106.9,8.07,32.5,49.6,18.69,13.0
5023,5,27/07/2010,111400,14.0,,8.2,106.9,8.08,32.5,49.6,18.71,10.0
5024,5,27/07/2010,111400,2.0,,8.3,107.5,8.09,32.5,49.7,18.63,7.0
5025,5,27/07/2010,111400,4.0,,8.3,107.3,8.08,32.5,49.7,18.62,6.0
5026,5,27/07/2010,111400,6.0,,8.3,107.3,8.08,32.6,49.7,18.63,9.0
5027,5,27/07/2010,111400,8.0,,8.2,107.2,8.09,32.6,49.7,18.65,14.0
5028,5,24/08/2010,133900,0.2,1.5,6.4,83.2,7.93,24.6,38.7,21.07,9.0
5029,5,24/08/2010,133900,10.0,,6.4,83.3,7.95,25.1,39.3,21.03,6.0
5030,5,24/08/2010,133900,2.0,,6.3,82.1,7.93,24.6,38.7,21.06,8.0
5031,5,24/08/2010,133900,4.0,,6.3,82.1,7.93,24.9,39.0,21.02,6.0
5032,5,24/08/2010,133900,6.0,,6.3,82.4,7.94,25.0,39.2,21.01,6.0
5033,5,24/08/2010,133900,8.0,,6.4,82.8,7.95,25.1,39.4,21.02,5.0
5034,5,21/09/2010,100200,0.2,1.9,6.1,72.9,7.88,9.72,16.6,21.26,21.0
5035,5,21/09/2010,100200,2.0,,6.0,72.7,7.87,13.6,22.6,21.01,26.0
5036,5,21/09/2010,100200,4.0,,6.0,72.5,7.88,13.2,22.0,21.02,26.0
5037,5,21/09/2010,100200,6.0,,6.0,72.3,7.87,12.8,21.4,21.02,26.0
5038,5,21/09/2010,100200,8.0,,5.9,71.9,7.85,12.9,21.4,21.0,27.0
5039,5,28/10/2010,133800,0.2,,7.0,96.7,8.09,19.0,30.6,25.99,5.0
5040,5,28/10/2010,133800,2.0,,6.9,96.1,8.09,24.9,39.1,24.85,5.0
5041,5,28/10/2010,133800,4.0,,6.8,94.8,8.09,22.3,35.4,25.44,12.0
5042,5,28/10/2010,133800,6.0,,6.8,95.3,8.1,26.5,41.3,24.99,12.0
5043,5,28/10/2010,133800,8.0,,6.7,94.5,8.11,28.1,43.6,24.56,11.0
5044,5,25/11/2010,140300,0.2,1.9,7.4,103.6,7.95,27.2,42.4,24.2,4.0
5045,5,25/11/2010,140300,2.0,,7.3,101.8,7.96,27.4,42.6,24.19,5.0
5046,5,25/11/2010,140300,4.0,,6.8,95.3,7.94,27.2,42.4,24.2,4.0
5047,5,16/12/2010,110500,0.2,,7.5,92.0,7.37,0.194,0.386,26.0,55.0
5048,5,16/12/2010,110500,2.0,,7.5,91.9,7.35,0.192,0.383,25.95,59.0
5049,5,16/12/2010,110500,4.0,,7.5,91.9,7.33,0.191,0.38,25.94,61.0
5050,5,16/12/2010,110500,6.0,,7.5,91.9,7.34,0.192,0.383,25.94,61.0
5051,5,3/02/2011,103100,0.2,1.5,6.8,93.2,7.68,11.0,18.5,28.51,15.0
5052,5,3/02/2011,103100,2.0,,6.7,92.1,7.7,12.1,20.3,28.24,15.0
5053,5,3/02/2011,103100,4.0,,6.5,91.6,7.72,17.2,27.9,27.81,24.0
5054,5,3/02/2011,103100,6.0,,6.3,90.4,7.8,21.8,34.7,27.51,41.0
5055,5,3/02/2011,103100,8.0,,6.3,90.7,7.82,23.9,37.7,27.47,54.0
5056,5,22/02/2011,140000,0.2,2.8,4.8,66.1,7.99,11.2,18.8,28.52,24.0
5057,5,22/02/2011,140000,2.0,,5.0,68.9,7.99,11.6,19.4,28.52,24.0
5058,5,22/02/2011,140000,4.0,,5.2,73.9,8.03,16.4,26.7,28.52,29.0
5059,5,22/02/2011,140000,5.0,,4.9,69.6,8.08,19.2,31.0,28.51,39.0
5060,5,24/03/2011,145900,0.2,4.6,7.2,91.6,7.36,0.261,0.519,27.42,61.0
5061,5,24/03/2011,145900,2.0,,7.2,91.4,7.36,0.261,0.52,27.44,64.0
5062,5,24/03/2011,145900,4.0,,7.2,91.4,7.37,0.279,0.554,27.49,72.0
5063,5,24/03/2011,145900,6.0,,7.2,91.3,7.39,0.305,0.606,27.55,81.0
5064,5,24/03/2011,145900,8.0,,6.2,88.3,7.71,24.2,38.0,26.89,41.0
5065,5,14/04/2011,95200,0.2,5.9,6.2,83.0,8.02,16.9,27.5,24.99,7.0
5066,5,14/04/2011,95200,2.0,,6.2,83.1,8.03,17.0,27.7,24.96,9.0
5067,5,14/04/2011,95200,4.0,,6.2,83.1,8.03,17.3,28.1,24.93,15.0
5068,5,14/04/2011,95200,6.0,,6.2,83.2,8.05,19.1,30.8,24.85,10.0
5069,5,14/04/2011,95200,7.5,,6.3,84.8,8.07,20.6,32.9,24.73,14.0
5070,5,26/05/2011,113700,0.2,1.8,7.4,91.5,7.92,18.7,30.1,20.27,4.0
5071,5,26/05/2011,113700,2.0,,7.1,89.1,7.94,21.3,33.9,20.31,4.0
5072,5,26/05/2011,113700,4.0,,6.6,87.1,8.06,28.1,43.5,20.7,7.0
5073,5,26/05/2011,113700,5.0,,6.6,86.9,8.08,28.6,44.3,20.74,9.0
5074,5,9/06/2011,153300,0.2,0.9,7.1,90.4,8.24,25.3,39.7,19.66,6.0
5075,5,9/06/2011,153300,2.0,,6.9,89.1,8.26,27.9,43.3,20.04,8.0
5076,5,9/06/2011,153300,4.0,,6.8,89.1,8.29,29.3,45.3,20.04,8.0
5077,5,9/06/2011,153300,6.0,,6.8,90.4,8.31,30.9,47.4,20.05,11.0
5078,5,9/06/2011,153300,8.0,,6.8,90.4,8.31,30.9,47.4,20.05,10.0
5079,5,9/06/2011,153300,9.5,,6.8,90.4,8.31,31.0,47.7,20.06,14.0
5080,5,5/07/2011,142800,0.2,0.7,7.3,89.2,7.69,22.2,35.2,18.88,7.0
5081,5,5/07/2011,142800,10.0,,7.1,87.8,7.71,24.2,38.1,18.75,6.0
5082,5,5/07/2011,142800,2.0,,7.2,88.1,7.69,22.8,36.0,18.81,5.0
5083,5,5/07/2011,142800,4.0,,7.1,87.6,7.69,23.0,36.4,18.79,5.0
5084,5,5/07/2011,142800,6.0,,7.1,87.3,7.68,23.1,36.5,18.78,4.0
5085,5,5/07/2011,142800,8.0,,7.1,87.2,7.68,23.1,36.5,18.78,5.0
5086,5,2/08/2011,115800,0.2,1.3,7.5,94.8,8.0,28.7,44.4,18.49,2.0
5087,5,2/08/2011,115800,10.0,,7.5,95.3,8.01,29.6,45.6,18.4,6.0
5088,5,2/08/2011,115800,11.5,,7.5,95.3,8.01,29.9,46.0,18.38,5.0
5089,5,2/08/2011,115800,2.0,,7.5,94.9,8.01,29.3,45.2,18.4,4.0
5090,5,2/08/2011,115800,4.0,,7.5,95.1,8.01,29.6,45.6,18.38,5.0
5091,5,2/08/2011,115800,6.0,,7.5,95.2,8.01,29.6,45.6,18.41,5.0
5092,5,2/08/2011,115800,8.0,,7.5,95.3,8.01,29.6,45.7,18.4,6.0
5093,5,27/09/2011,114300,0.2,4.8,6.4,87.8,7.96,28.2,43.7,22.92,3.0
5094,5,27/09/2011,114300,2.0,,6.4,87.6,7.95,28.2,43.7,22.9,8.0
5095,5,27/09/2011,114300,4.0,,6.4,87.6,7.94,28.3,43.8,22.88,6.0
5096,5,27/09/2011,114300,6.0,,6.4,87.8,7.94,28.3,43.9,22.88,6.0
5097,5,27/09/2011,114300,8.0,,6.4,88.0,7.94,28.3,43.9,22.88,6.0
5098,5,26/10/2011,94300,0.2,2.9,6.7,96.8,7.93,33.2,50.6,24.38,5.5
5099,5,26/10/2011,94300,10.0,,6.6,95.6,7.93,33.3,50.7,24.36,8.5
5100,5,26/10/2011,94300,12.0,,6.6,95.5,7.93,33.3,50.7,24.36,7.6
5101,5,26/10/2011,94300,14.0,,6.6,95.3,7.93,33.3,50.7,24.37,8.5
5102,5,26/10/2011,94300,2.0,,6.7,96.7,7.93,33.3,50.7,24.36,6.0
5103,5,26/10/2011,94300,4.0,,6.7,96.4,7.93,33.3,50.7,24.34,6.5
5104,5,26/10/2011,94300,6.0,,6.6,96.1,7.93,33.3,50.8,24.35,8.3
5105,5,26/10/2011,94300,8.0,,6.6,95.9,7.93,33.3,50.7,24.35,7.4
5106,5,24/11/2011,144000,0.2,1.1,7.1,104.7,7.77,25.9,40.5,28.33,0.0
5107,5,24/11/2011,144000,2.0,,6.9,102.6,7.78,26.3,41.0,28.35,1.0
5108,5,24/11/2011,144000,3.5,,6.8,102.3,7.79,26.8,41.8,28.53,3.0
5109,5,13/12/2011,121600,0.2,6.3,6.8,85.4,7.89,1.79,3.39,26.73,17.1
5110,5,13/12/2011,121600,2.0,,6.6,83.0,7.82,1.95,3.69,26.64,18.0
5111,5,13/12/2011,121600,4.0,,6.5,82.5,7.79,2.15,4.05,26.73,18.6
5112,5,13/12/2011,121600,6.0,,5.3,78.6,7.92,33.8,51.4,26.17,14.7
5113,5,13/12/2011,121600,7.0,,5.4,80.9,8.0,34.0,51.7,26.08,13.3
5114,5,9/01/2012,131000,0.2,1.3,6.2,92.4,7.92,27.2,42.4,28.02,1.7
5115,5,9/01/2012,131000,2.0,,6.2,92.6,7.92,27.6,42.9,28.06,3.0
5116,5,9/01/2012,131000,4.0,,6.2,93.3,7.93,28.0,43.4,28.16,4.8
5117,5,9/01/2012,131000,6.0,,6.2,93.6,7.93,28.0,43.4,28.2,5.5
5118,5,9/01/2012,131000,7.0,,6.2,93.6,7.93,27.9,43.4,28.21,5.5
5119,5,6/02/2012,114300,0.2,0.3,5.3,71.6,7.48,10.0,17.0,28.29,17.9
5120,5,6/02/2012,114300,10.0,,4.9,70.5,7.81,22.3,35.4,27.75,32.0
5121,5,6/02/2012,114300,2.0,,5.2,70.3,7.48,10.6,17.9,28.06,19.0
5122,5,6/02/2012,114300,4.0,,5.1,69.6,7.48,11.5,19.4,27.95,20.1
5123,5,6/02/2012,114300,6.0,,5.0,68.8,7.54,12.4,20.7,27.91,23.9
5124,5,6/02/2012,114300,8.0,,4.9,69.7,7.72,21.1,33.6,27.77,30.1
5125,5,6/03/2012,131400,0.2,0.5,6.2,81.7,7.7,7.12,12.4,27.91,36.0
5126,5,6/03/2012,131400,2.0,,5.9,78.9,7.71,7.55,13.1,27.87,30.0
5127,5,6/03/2012,131400,4.0,,5.9,80.6,7.79,12.4,20.7,27.71,21.0
5128,5,6/03/2012,131400,6.0,,5.8,80.1,7.82,16.4,26.8,27.57,22.0
5129,5,6/03/2012,131400,8.0,,5.5,78.7,7.93,23.6,37.3,27.3,15.0
5130,5,5/04/2012,93100,0.2,0.9,5.8,79.1,7.74,18.1,29.3,25.7,7.7
5131,5,5/04/2012,93100,2.0,,5.8,79.0,7.78,20.3,32.5,25.59,11.0
5132,5,5/04/2012,93100,4.0,,5.7,78.8,7.78,20.2,32.3,25.6,10.9
5133,5,5/04/2012,93100,6.0,,5.7,78.6,7.77,20.0,32.0,25.63,10.3
5134,5,5/04/2012,93100,8.0,,5.7,79.5,7.85,24.5,38.5,25.5,18.2
5135,5,3/05/2012,80400,0.2,1.0,6.4,85.6,8.02,25.7,40.2,22.83,6.4
5136,5,3/05/2012,80400,10.0,,6.2,85.1,8.07,28.4,44.0,22.93,7.2
5137,5,3/05/2012,80400,12.0,,6.2,85.3,8.07,28.7,44.4,22.93,7.5
5138,5,3/05/2012,80400,2.0,,6.3,84.8,8.03,26.2,40.9,22.86,6.3
5139,5,3/05/2012,80400,4.0,,6.3,84.6,8.02,26.2,40.9,22.85,6.2
5140,5,3/05/2012,80400,6.0,,6.2,84.4,8.01,26.2,40.9,22.85,5.9
5141,5,3/05/2012,80400,8.0,,6.2,84.5,8.03,27.0,42.1,22.87,6.1
5142,5,6/06/2012,114700,0.2,1.5,6.8,84.4,7.83,22.0,35.0,19.47,22.7
5143,5,6/06/2012,114700,2.0,,6.7,83.7,7.84,22.5,35.6,19.47,27.0
5144,5,6/06/2012,114700,4.0,,6.6,82.8,7.87,23.8,37.6,19.44,38.4
5145,5,6/06/2012,114700,6.0,,6.6,82.7,7.89,24.8,39.0,19.46,52.6
5146,5,6/06/2012,114700,6.5,,6.6,82.7,7.9,25.0,39.2,19.46,52.6
5147,5,2/07/2012,110700,0.2,0.6,7.9,90.6,7.88,10.8,18.3,18.65,13.0
5148,5,2/07/2012,110700,2.0,,7.8,88.8,7.88,11.1,18.7,18.63,16.0
5149,5,2/07/2012,110700,4.0,,7.7,88.3,7.89,11.7,19.6,18.59,20.0
5150,5,2/07/2012,110700,6.0,,7.7,87.9,7.9,11.9,20.0,18.57,24.0
5151,5,2/07/2012,110700,7.0,,7.6,87.7,7.9,12.0,20.1,18.56,24.0
5152,5,30/07/2012,120000,0.2,0.4,7.8,89.7,7.79,13.2,22.0,18.2,4.8
5153,5,30/07/2012,120000,2.0,,7.8,89.6,7.8,13.6,22.6,18.08,5.4
5154,5,30/07/2012,120000,4.0,,7.8,89.6,7.8,13.8,22.9,18.06,6.0
5155,5,30/07/2012,120000,6.0,,7.7,89.1,7.84,16.5,27.0,17.8,6.0
5156,5,3/09/2012,125700,0.2,2.4,8.4,110.7,8.17,27.1,42.2,21.13,6.0
5157,5,3/09/2012,125700,2.0,,8.4,111.3,8.07,27.2,42.3,21.11,3.0
5158,5,3/09/2012,125700,4.0,,8.4,111.1,8.06,27.6,42.8,21.16,3.0
5159,5,3/09/2012,125700,6.0,,8.4,110.6,8.06,27.7,43.0,21.2,3.0
5160,5,3/09/2012,125700,8.0,,8.3,109.8,8.06,27.6,42.9,21.21,4.2
5161,5,3/10/2012,120700,0.2,2.5,6.6,91.6,7.96,31.3,48.0,22.24,13.0
5162,5,3/10/2012,120700,10.0,,6.7,91.8,8.0,31.7,48.5,22.21,12.0
5163,5,3/10/2012,120700,2.0,,6.6,91.4,7.97,31.3,48.0,22.23,13.0
