Timestamp,Record,Chlugl,Depthm,DOmgL,DOPerSat,fDOMQSU,fDOMRFU,pH,Salinitypsu,SpCondmS,TemperatureDegC,TurbNTU
2024-06-03 20:35:42,7450,2.7,0.036,6.52,86.27,16.55,5.52,7.97,26.35,41.088,21.578,4.61
2024-06-03 21:05:42,7451,2.15,0.04,6.57,86.77,17.06,5.69,7.97,26.23,40.921,21.542,4.26
2024-06-03 21:35:42,7452,4.85,0.043,6.61,87.07,17.58,5.86,7.97,26.01,40.61,21.496,3.32
2024-06-03 22:05:42,7453,3.82,0.045,6.67,87.67,18.1,6.03,7.97,25.81,40.33,21.417,3.15
2024-06-03 22:35:42,7454,3.02,0.047,6.71,87.82,18.8,6.27,7.96,25.55,39.964,21.24,3.18
2024-06-03 23:05:42,7455,2.85,0.045,6.67,86.99,19.28,6.43,7.95,25.38,39.715,21.125,2.94
2024-06-03 23:35:42,7456,3.63,0.047,6.59,85.74,20.23,6.74,7.95,25.17,39.411,21.022,2.64
2024-06-04 00:05:42,7457,2.65,0.046,6.64,85.98,20.77,6.92,7.94,24.9,39.027,20.871,2.65
2024-06-04 00:35:42,7458,3.22,0.044,6.64,85.75,21.51,7.17,7.93,24.73,38.79,20.8,2.64
2024-06-04 01:05:42,7459,2.25,0.047,6.62,85.25,21.9,7.3,7.91,24.47,38.418,20.705,2.74
2024-06-04 01:35:42,7460,2.38,0.046,6.49,83.66,21.25,7.08,7.86,24.44,38.383,20.746,2.93
2024-06-04 02:05:42,7461,2.07,0.042,6.58,84.49,22.02,7.34,7.92,24.43,38.36,20.607,2.03
2024-06-04 02:35:42,7462,2.02,0.042,6.64,85.18,21.68,7.23,7.93,24.5,38.465,20.534,1.92
2024-06-04 03:05:42,7463,2.12,0.047,6.62,85.27,21.39,7.13,7.92,24.78,38.867,20.642,1.96
2024-06-04 03:35:42,7464,1.84,0.046,6.59,84.86,20.62,6.87,7.92,24.94,39.085,20.597,1.63
2024-06-04 04:05:42,7465,2.78,0.046,6.59,85.01,20.67,6.89,7.93,25.14,39.364,20.603,1.87
2024-06-04 04:35:42,7466,1.87,0.048,6.63,85.32,20.38,6.79,7.93,25.19,39.441,20.466,1.49
2024-06-04 05:05:42,7467,1.95,0.052,6.54,85.02,18.95,6.32,7.95,25.76,40.25,20.848,1.44
2024-06-04 05:35:42,7468,1.97,0.056,6.51,84.82,18.43,6.14,7.95,25.97,40.541,20.859,1.33
2024-06-04 06:05:42,7469,2.6,0.062,6.47,84.28,18.09,6.03,7.95,26.15,40.79,20.846,1.5
2024-06-04 06:35:42,7470,1.43,0.065,6.37,83.15,18,6,7.95,26.21,40.886,20.885,1.31
2024-06-04 07:05:42,7471,1.93,0.065,6.34,82.99,17.57,5.86,7.95,26.47,41.242,20.932,1.37
2024-06-04 07:35:42,7472,1.46,0.072,6.35,83.27,16.75,5.58,7.96,26.65,41.496,20.98,1.72
2024-06-04 08:05:42,7473,1.45,0.073,6.42,83.96,16.91,5.64,7.96,26.5,41.283,20.89,2.39
2024-06-04 08:35:42,7474,2.04,0.076,6.5,84.52,17.66,5.89,7.95,26.11,40.739,20.76,2.65
2024-06-04 09:05:42,7475,1.58,0.081,6.49,84.72,18.31,6.1,7.96,26.06,40.673,20.915,2.79
2024-06-04 09:35:42,7476,2.22,0.082,6.57,85.82,18.11,6.04,7.96,26.01,40.596,20.997,2.08
2024-06-04 10:05:42,7477,1.14,0.08,6.71,87.67,18.2,6.07,7.97,25.87,40.401,21.078,2.64
2024-06-04 10:35:42,7478,1.62,0.078,6.76,88.12,18.44,6.15,7.97,25.48,39.85,21.05,3.41
2024-06-04 11:05:42,7479,2.19,0.072,6.81,88.58,19.1,6.37,7.96,25.18,39.432,21.074,4.98
2024-06-04 11:35:42,7480,1.2,0.066,6.87,89.14,19.71,6.57,7.96,24.86,38.983,21.043,3.71
2024-06-04 12:05:42,7481,1.82,0.057,6.9,89.34,20.49,6.83,7.95,24.51,38.479,21.04,4.1
2024-06-04 12:35:42,7482,1.18,0.051,6.93,89.63,20.88,6.96,7.94,24.25,38.117,21.052,4.84
2024-06-04 13:05:42,7483,2.42,0.044,6.92,89.47,20.96,6.99,7.93,23.99,37.747,21.12,5.94
2024-06-04 13:35:42,7484,1.5,0.04,6.88,88.98,21.07,7.02,7.84,23.8,37.481,21.177,3.69
2024-06-04 14:05:42,7485,2.24,0.036,6.93,89.81,21.4,7.13,7.89,23.85,37.542,21.236,3.31
2024-06-04 14:35:42,7486,2.61,0.033,7.08,91.94,21.19,7.06,7.93,23.92,37.643,21.349,2.48
2024-06-04 15:05:42,7487,3.26,0.033,7.11,92.15,21.42,7.14,7.95,23.94,37.675,21.254,2.15
2024-06-04 15:35:42,7488,2.96,0.035,7.11,92.46,20.71,6.9,7.93,24.27,38.144,21.35,2.39
2024-06-04 16:05:42,7489,3.55,0.037,7.14,92.99,21.07,7.02,7.94,24.27,38.152,21.363,2.28
2024-06-04 16:35:42,7490,5.11,0.039,7.21,93.98,19.79,6.6,7.96,24.45,38.408,21.39,2.12
2024-06-04 17:05:42,7491,3.57,0.04,7.05,92.51,18.57,6.19,7.97,25.25,39.536,21.514,3.48
2024-06-04 17:35:42,7492,3.2,0.043,6.72,88.91,15.92,5.31,7.97,26.38,41.123,21.557,6.78
2024-06-04 18:05:42,7493,2.99,0.045,6.5,86.25,15.34,5.11,7.97,26.79,41.704,21.593,5.63
2024-06-04 18:35:42,7494,6.49,2.76,0,,15.34,5.11,,0,,,5.63
2024-06-04 19:05:42,7495,3.13,0.05,6.5,86.34,14.89,4.96,7.98,27.2,42.277,21.537,3.3
2024-06-04 19:35:42,7496,3.66,0.051,6.5,86.21,15.11,5.04,7.97,27.19,42.26,21.471,3.13
2024-06-04 20:05:42,7497,2.83,0.054,6.51,86.43,15.08,5.03,7.98,27.26,42.362,21.463,2.32
2024-06-04 20:35:42,7498,3.37,0.056,6.52,86.45,14.8,4.93,7.98,27.2,42.279,21.43,2.82
2024-06-04 21:05:42,7499,3,0.057,6.5,85.82,15.3,5.1,7.97,26.83,41.758,21.324,4.76
2024-06-04 21:35:42,7500,2.89,0.058,6.52,86,15.66,5.22,7.97,26.71,41.596,21.286,4.19
2024-06-04 22:05:42,7501,2.8,0.06,6.53,85.98,16.23,5.41,7.97,26.57,41.386,21.226,3.39
2024-06-04 22:35:42,7502,2.68,0.062,6.61,86.69,16.46,5.49,7.97,26.34,41.073,21.159,3.32
2024-06-04 23:05:42,7503,3.35,0.06,6.71,87.68,17.62,5.87,7.96,26,40.589,21.043,3.73
2024-06-04 23:35:42,7504,2.84,0.059,6.75,87.74,18.45,6.15,7.96,25.64,40.079,20.855,3.42
2024-06-05 00:05:42,7505,2.85,0.059,6.74,87.32,18.85,6.28,7.95,25.46,39.825,20.735,3.3
2024-06-05 00:35:42,7506,9.76,0.061,6.74,86.92,19.57,6.52,7.94,25.16,39.391,20.577,3.19
2024-06-05 01:05:42,7507,4.15,0.057,6.71,86.21,20.52,6.84,7.93,24.99,39.156,20.469,2.78
2024-06-05 01:35:42,7508,5.22,0.055,6.69,85.75,20.98,6.99,7.92,24.76,38.825,20.363,2.41
2024-06-05 02:05:42,7509,4.49,0.054,6.65,84.87,21.25,7.08,7.9,24.49,38.447,20.261,2.88
2024-06-05 02:35:42,7510,3.46,0.055,6.66,85.08,21.03,7.01,7.87,24.49,38.445,20.296,2.49
2024-06-05 03:05:42,7511,3.02,0.055,6.74,85.92,21.59,7.2,7.92,24.5,38.458,20.146,1.89
2024-06-05 03:35:42,7512,2.69,0.053,6.68,85.14,21.39,7.13,7.92,24.61,38.611,20.157,1.97
2024-06-05 04:05:42,7513,2.94,0.052,6.67,85.3,21.17,7.06,7.91,24.84,38.937,20.264,1.69
2024-06-05 04:35:42,7514,2.76,0.047,6.63,84.98,20.49,6.83,7.93,25.05,39.245,20.316,1.5
2024-06-05 05:05:42,7515,2.29,0.049,6.57,84.33,20.06,6.69,7.92,25.17,39.414,20.298,1.57
2024-06-05 05:35:42,7516,2.84,0.053,6.6,85.06,19.55,6.52,7.93,25.46,39.815,20.423,1.49
2024-06-05 06:05:42,7517,3.61,0.059,6.57,84.97,18.98,6.33,7.94,25.79,40.287,20.559,1.15
2024-06-05 06:35:42,7518,2.63,0.062,6.52,84.42,18.18,6.06,7.94,26.05,40.646,20.549,1.29
2024-06-05 07:05:42,7519,2.04,0.067,6.5,84.42,17.59,5.86,7.94,26.2,40.869,20.665,1.19
2024-06-05 07:35:42,7520,2.94,0.07,6.44,84.07,17.68,5.89,7.94,26.37,41.107,20.832,1.34
2024-06-05 08:05:42,7521,1.62,0.071,6.36,83.21,16.8,5.6,7.95,26.69,41.554,20.885,1.35
2024-06-05 08:35:42,7522,1.68,0.07,6.5,84.91,16.76,5.59,7.96,26.62,41.462,20.845,1.3
2024-06-05 09:05:42,7523,1.48,0.068,6.51,85.11,17.06,5.69,7.95,26.45,41.218,20.874,1.99
2024-06-05 09:35:42,7524,1.52,0.066,6.56,85.67,17.7,5.9,7.95,26.24,40.922,20.895,2.63
2024-06-05 10:05:42,7525,2,0.063,6.68,87.37,17.14,5.71,7.96,26.16,40.816,20.998,2.5
2024-06-05 10:35:42,7526,4.79,0.058,6.7,87.78,17.44,5.81,7.96,26.12,40.754,21.168,2.2
2024-06-05 11:05:42,7527,1.25,0.053,6.82,89.33,17.63,5.88,7.96,25.92,40.477,21.172,3.08
2024-06-05 11:35:42,7528,3.43,0.047,6.89,89.85,18.43,6.14,7.96,25.48,39.863,21.059,3.92
2024-06-05 12:05:42,7529,2.44,0.04,6.92,89.94,19.16,6.39,7.95,25.16,39.408,21.01,3.94
2024-06-05 12:35:42,7530,2,0.035,6.97,90.36,19.97,6.66,7.95,24.84,38.952,20.998,3.33
2024-06-05 13:05:42,7531,2.48,0.031,6.97,90.22,20.33,6.78,7.94,24.56,38.551,20.94,3.26
2024-06-05 13:35:42,7532,2.97,0.03,7.02,90.63,20.65,6.88,7.93,24.28,38.155,20.936,3.89
2024-06-05 14:05:42,7533,3.21,0.028,6.98,90.12,20.48,6.83,7.86,24.08,37.868,20.95,3.9
2024-06-05 14:35:42,7534,3.63,0.025,7.03,90.67,20.95,6.98,7.86,23.95,37.681,20.98,2.53
2024-06-05 15:05:42,7535,4.61,0.025,7.05,91.03,21.06,7.02,7.92,24.12,37.923,20.97,2.59
2024-06-05 15:35:42,7536,6.28,0.026,7.21,93.11,21.2,7.07,7.95,23.96,37.703,21.013,3.04
2024-06-05 16:05:42,7537,5.61,0.026,7.13,92.08,20.03,6.68,7.88,24.1,37.904,21.023,3.65
2024-06-05 16:35:42,7538,7.62,0.025,7.21,93.21,20.58,6.86,7.94,24.25,38.116,21.002,1.88
2024-06-05 17:05:42,7539,7.05,0.026,7.18,93.36,19.6,6.53,7.94,24.73,38.801,21.173,3.16
2024-06-05 17:35:42,7540,6.34,0.028,7,91.83,17.39,5.8,7.96,25.76,40.249,21.355,3.3
2024-06-05 18:05:42,7541,4.35,0.032,6.68,87.98,16.15,5.38,7.96,26.5,41.291,21.306,5.81
2024-06-05 18:35:42,7542,3.5,0.037,6.54,86.37,15.18,5.06,7.95,26.92,41.878,21.339,6.47
2024-06-05 19:05:42,7543,6.49,0.041,6.47,85.71,14.17,4.72,7.95,27.22,42.302,21.406,4.86
2024-06-05 19:35:42,7544,3.53,0.042,6.49,86.12,14.01,4.67,7.96,27.4,42.556,21.387,4.1
2024-06-05 20:05:42,7545,3.87,0.043,6.52,86.36,14.55,4.85,7.97,27.44,42.607,21.33,2.35
2024-06-05 20:35:42,7546,4.03,0.044,6.48,85.85,14.7,4.9,7.96,27.48,42.665,21.339,2.56
2024-06-05 21:05:42,7547,5.03,0.043,6.49,86.09,13.98,4.66,7.97,27.53,42.739,21.327,2.45
2024-06-05 21:35:42,7548,3.29,0.047,6.48,85.69,14.39,4.8,7.96,27.27,42.379,21.308,4.86
2024-06-05 22:05:42,7549,3.67,0.049,6.48,85.57,15.26,5.09,7.96,27.07,42.094,21.258,5.2
2024-06-05 22:35:42,7550,3.68,0.047,6.49,85.57,15.42,5.14,7.95,26.94,41.908,21.23,4.26
2024-06-05 23:05:42,7551,3.03,0.044,6.5,85.61,15.97,5.32,7.95,26.78,41.69,21.197,4
2024-06-05 23:35:42,7552,3.24,0.046,6.58,86.29,16.8,5.6,7.95,26.44,41.214,21.108,3.46
2024-06-06 00:05:42,7553,4.16,0.042,6.63,86.73,17.19,5.73,7.94,26.14,40.784,21.031,3.24
2024-06-06 00:35:42,7554,4.74,0.042,6.7,87.25,18.59,6.2,7.94,25.76,40.247,20.92,2.96
2024-06-06 01:05:42,7555,3.71,0.04,6.67,86.61,18.78,6.26,7.93,25.48,39.857,20.822,2.62
2024-06-06 01:35:42,7556,4.43,0.04,6.7,86.59,19.9,6.63,7.92,25.2,39.46,20.718,2.69
2024-06-06 02:05:42,7557,3.76,0.039,6.72,86.64,20.41,6.8,7.91,24.96,39.12,20.608,2.52
2024-06-06 02:35:42,7558,3.53,0.042,6.71,86.25,21.13,7.04,7.9,24.77,38.844,20.548,2.52
2024-06-06 03:05:42,7559,3.56,0.042,6.66,85.48,21.14,7.05,7.87,24.54,38.516,20.495,2.83
2024-06-06 03:35:42,7560,3.4,0.041,6.67,85.56,20.57,6.86,7.86,24.56,38.544,20.492,2.57
2024-06-06 04:05:42,7561,4.24,0.04,6.69,85.84,21.42,7.14,7.89,24.64,38.654,20.448,2.09
2024-06-06 04:35:42,7562,3.11,0.042,6.66,85.45,21.06,7.02,7.89,24.74,38.806,20.452,2.05
2024-06-06 05:05:42,7563,3.3,0.043,6.65,85.54,20.65,6.88,7.88,24.95,39.093,20.524,1.54
2024-06-06 05:35:42,7564,3.49,0.046,6.63,85.44,20.1,6.7,7.89,25.09,39.304,20.531,1.6
2024-06-06 06:05:42,7565,3.83,0.049,6.59,84.94,19.79,6.6,7.9,25.24,39.507,20.52,1.86
2024-06-06 06:35:42,7566,4.85,0.053,6.61,85.24,19.57,6.52,7.91,25.43,39.784,20.512,1.29
2024-06-06 07:05:42,7567,3.06,0.055,6.55,85,18.46,6.15,7.92,25.84,40.352,20.698,1.29
2024-06-06 07:35:42,7568,2.48,0.055,6.48,84.52,17.87,5.96,7.92,26.2,40.871,20.864,1.26
2024-06-06 08:05:42,7569,2.98,0.053,6.53,84.95,18.05,6.02,7.92,26.13,40.772,20.774,1.07
2024-06-06 08:35:42,7570,1.63,0.056,6.47,84.75,17.12,5.71,7.93,26.41,41.164,20.989,1.3
2024-06-06 09:05:42,7571,1.52,0.058,6.51,85.44,16.78,5.59,7.94,26.71,41.585,21.056,1.34
2024-06-06 09:35:42,7572,1.31,0.058,6.47,84.99,16.52,5.51,7.93,26.76,41.654,21.098,1.72
2024-06-06 10:05:42,7573,3.81,0.056,6.46,84.84,16.82,5.61,7.92,26.47,41.249,21.119,2.43
2024-06-06 10:35:42,7574,2.41,0.053,6.45,84.66,17.05,5.68,7.93,26.36,41.094,21.162,2.1
2024-06-06 11:05:42,7575,1.92,0.048,6.55,86.09,16.69,5.56,7.94,26.32,41.039,21.23,2.11
2024-06-06 11:35:42,7576,1.41,0.044,6.62,86.95,16.63,5.54,7.94,26.15,40.804,21.279,2.64
2024-06-06 12:05:42,7577,2.2,0.041,6.74,88.53,16.63,5.54,7.94,25.89,40.437,21.332,3.56
2024-06-06 12:35:42,7578,1.75,0.037,6.83,89.55,17.54,5.85,7.94,25.6,40.033,21.327,3.43
2024-06-06 13:05:42,7579,1.99,0.033,6.88,90.05,17.86,5.95,7.93,25.3,39.61,21.316,3.63
2024-06-06 13:35:42,7580,2.18,0.03,6.91,90.26,18.13,6.04,7.93,24.99,39.16,21.306,3.43
2024-06-06 14:05:42,7581,2.64,0.029,6.96,90.79,18.62,6.21,7.91,24.71,38.774,21.324,3.73
2024-06-06 14:35:42,7582,3.88,0.027,6.98,90.94,19.4,6.47,7.89,24.47,38.425,21.345,3.57
2024-06-06 15:05:42,7583,3.71,0.026,6.93,90.18,19.27,6.42,7.81,24.28,38.165,21.336,3.31
2024-06-06 15:35:42,7584,4.79,0.027,6.94,90.28,20.34,6.78,7.84,24.29,38.175,21.311,2.84
2024-06-06 16:05:42,7585,6.13,0.029,7.13,92.78,20.3,6.77,7.9,24.25,38.114,21.354,3.08
2024-06-06 16:35:42,7586,6.93,0.031,7.12,92.43,20.51,6.84,7.92,24.39,38.312,21.221,2.39
2024-06-06 17:05:42,7587,7.58,0.035,7.09,92.27,19.59,6.53,7.91,24.63,38.654,21.253,2.37
2024-06-06 17:35:42,7588,8.58,0.038,7.14,92.72,20.16,6.72,7.91,24.54,38.524,21.128,2.08
2024-06-06 18:05:42,7589,7.83,0.043,7.11,92.43,19.37,6.46,7.93,24.93,39.084,21.075,2.18
2024-06-06 18:35:42,7590,5.15,0.045,6.76,88.67,16.77,5.59,7.93,26.09,40.713,21.212,3.67
2024-06-06 19:05:42,7591,4.23,0.048,6.44,84.96,15.56,5.19,7.93,26.81,41.731,21.258,6.43
2024-06-06 19:35:42,7592,3.65,0.048,6.28,83.01,15.07,5.02,7.93,27.12,42.158,21.294,5.5
2024-06-06 20:05:42,7593,3.74,0.051,6.25,82.67,14,4.67,7.93,27.34,42.476,21.284,5.2
2024-06-06 20:35:42,7594,4.35,0.053,6.28,83.1,14.03,4.68,7.94,27.52,42.719,21.216,3.4
2024-06-06 21:05:42,7595,3.34,0.056,6.27,82.87,14.21,4.74,7.94,27.54,42.746,21.16,2.94
2024-06-06 21:35:42,7596,3.06,0.057,6.27,82.9,14.22,4.74,7.95,27.58,42.802,21.141,2.86
2024-06-06 22:05:42,7597,3.55,0.058,6.25,82.44,14.02,4.67,7.94,27.54,42.752,21.088,3.2
2024-06-06 22:35:42,7598,3.33,0.058,6.23,82.01,13.79,4.6,7.94,27.34,42.466,20.978,4.48
2024-06-06 23:05:42,7599,3.05,0.057,6.17,80.91,13.76,4.59,7.93,27.16,42.209,20.817,4.37
2024-06-06 23:35:42,7600,3.02,0.056,6.19,80.93,14.38,4.79,7.93,27.01,41.997,20.729,4.04
2024-06-07 00:05:42,7601,3.38,0.054,6.12,79.67,14.59,4.86,7.93,26.88,41.814,20.508,3.75
2024-06-07 00:35:42,7602,2.56,0.054,6.12,79.05,14.32,4.77,7.92,26.74,41.621,20.194,3.32
2024-06-07 01:05:42,7603,2.55,0.051,6.07,77.97,15.14,5.05,7.92,26.68,41.529,19.866,2.9
2024-06-07 01:35:42,7604,2.29,0.05,6.13,78.46,14.77,4.92,7.92,26.38,41.109,19.78,3.81
2024-06-07 02:05:42,7605,2.6,0.049,6.1,77.75,15.4,5.13,7.92,26.29,40.977,19.575,3.4
2024-06-07 02:35:42,7606,2.39,0.05,6.16,78.21,15.51,5.17,7.92,26.08,40.68,19.447,2.89
2024-06-07 03:05:42,7607,2.61,0.05,6.22,78.65,16.58,5.53,7.91,25.76,40.23,19.34,3.46
2024-06-07 03:35:42,7608,2.57,0.048,6.26,78.88,16.26,5.42,7.9,25.45,39.79,19.255,3.37
2024-06-07 04:05:42,7609,2.31,0.047,6.3,79.36,16.89,5.63,7.88,25.17,39.403,19.304,3.36
2024-06-07 04:35:42,7610,2.52,0.048,6.36,79.81,17.61,5.87,7.87,25.03,39.2,19.195,4.06
2024-06-07 05:05:42,7611,2.78,0.05,6.37,80.06,18.37,6.12,7.87,25.06,39.239,19.234,2.67
2024-06-07 05:35:42,7612,2.41,0.051,6.38,80.12,18.77,6.26,7.87,25.15,39.376,19.152,2.34
2024-06-07 06:05:42,7613,4.83,0.054,6.34,79.72,18.96,6.32,7.87,25.28,39.556,19.184,1.99
2024-06-07 06:35:42,7614,2.43,0.055,6.33,79.63,18.8,6.27,7.88,25.39,39.716,19.224,1.92
2024-06-07 07:05:42,7615,2.27,0.057,6.28,79.56,18.98,6.33,7.88,25.58,39.981,19.484,1.78
2024-06-07 07:35:42,7616,1.85,0.062,6.28,80.02,18.63,6.21,7.89,25.66,40.099,19.774,1.62
2024-06-07 08:05:42,7617,2.14,0.063,6.25,80.2,17.72,5.91,7.9,26.04,40.634,20.054,1.6
2024-06-07 08:35:42,7618,1.91,0.065,6.22,80.2,17.83,5.94,7.9,26.24,40.912,20.227,1.77
2024-06-07 09:05:42,7619,1.86,0.065,6.35,81.98,17.19,5.73,7.91,26.2,40.863,20.326,1.51
2024-06-07 09:35:42,7620,1.94,0.064,6.33,82.18,17.06,5.69,7.91,26.42,41.169,20.572,1.69
2024-06-07 10:05:42,7621,1.63,0.061,6.24,81.41,16.31,5.44,7.91,26.72,41.597,20.755,1.95
2024-06-07 10:35:42,7622,1.77,0.058,6.3,82.2,16.13,5.38,7.91,26.65,41.498,20.73,2.93
2024-06-07 11:05:42,7623,2.47,0.053,6.42,83.67,16.12,5.37,7.92,26.5,41.28,20.734,2.79
2024-06-07 11:35:42,7624,1.78,0.049,6.52,85.14,16.26,5.42,7.93,26.46,41.226,20.843,2.61
2024-06-07 12:05:42,7625,1.64,0.042,6.61,86.38,15.85,5.28,7.93,26.39,41.129,20.888,2.75
2024-06-07 12:35:42,7626,2.13,0.038,6.7,87.38,16.33,5.44,7.94,26.19,40.849,20.864,3.44
2024-06-07 13:05:42,7627,2.32,0.033,6.77,88.17,16.33,5.44,7.93,25.92,40.47,20.848,3.78
2024-06-07 13:35:42,7628,1.67,0.03,6.83,88.7,17.04,5.68,7.93,25.66,40.107,20.793,3.71
2024-06-07 14:05:42,7629,1.8,0.027,6.87,88.91,17.31,5.77,7.93,25.32,39.632,20.742,4.99
2024-06-07 14:35:42,7630,2.02,0.024,6.89,88.9,17.62,5.87,7.92,25.02,39.207,20.677,4.57
2024-06-07 15:05:42,7631,2.11,0.024,6.91,89.02,18.86,6.29,7.89,24.75,38.82,20.648,4.98
2024-06-07 15:35:42,7632,2.82,0.023,6.93,89.08,18.79,6.26,7.87,24.57,38.556,20.601,4.83
2024-06-07 16:05:42,7633,2.83,0.025,6.89,88.64,19.41,6.47,7.84,24.58,38.571,20.618,4.56
2024-06-07 16:35:42,7634,3.32,0.026,6.96,89.31,20.2,6.73,7.88,24.58,38.574,20.526,3.43
2024-06-07 17:05:42,7635,3.9,0.029,7.02,89.83,20.43,6.81,7.91,24.54,38.513,20.35,3.31
2024-06-07 17:35:42,7636,4,0.033,6.94,89.12,19.84,6.61,7.9,24.8,38.889,20.468,2.72
2024-06-07 18:05:42,7637,4.52,0.036,6.94,88.94,19.98,6.66,7.9,24.81,38.9,20.382,2.51
2024-06-07 18:35:42,7638,4.11,0.039,6.9,88.69,18.99,6.33,7.91,25.12,39.339,20.415,2.52
2024-06-07 19:05:42,7639,4.03,0.043,6.79,87.74,18.01,6,7.91,25.63,40.056,20.532,3.12
2024-06-07 19:35:42,7640,2.92,0.047,6.48,84.48,15.76,5.25,7.92,26.65,41.501,20.688,7.22
2024-06-07 20:05:42,7641,3.15,0.048,6.33,82.63,15.24,5.08,7.92,27.03,42.03,20.683,6.53
2024-06-07 20:35:42,7642,3.2,0.051,6.28,82.05,14.65,4.88,7.92,27.26,42.351,20.654,5.34
2024-06-07 21:05:42,7643,3.25,0.054,6.28,82.15,14.14,4.71,7.93,27.46,42.629,20.59,4.72
2024-06-07 21:35:42,7644,3.3,0.056,6.25,81.53,14.3,4.77,7.93,27.48,42.652,20.493,3.96
2024-06-07 22:05:42,7645,3,0.059,6.26,81.59,14.43,4.81,7.93,27.54,42.739,20.427,3.49
2024-06-07 22:35:42,7646,3.38,0.059,6.25,81.49,14.21,4.74,7.94,27.59,42.806,20.361,2.54
2024-06-07 23:05:42,7647,3.01,0.059,6.23,80.99,13.61,4.54,7.93,27.41,42.559,20.268,3.81
2024-06-07 23:35:42,7648,2.54,0.058,6.22,80.57,13.8,4.6,7.93,27.26,42.341,20.148,4.7
2024-06-08 00:05:42,7649,2.48,0.056,6.2,80.01,14.1,4.7,7.92,27.12,42.152,19.982,4.15
2024-06-08 00:35:42,7650,2.45,0.057,6.19,79.66,14.49,4.83,7.92,26.99,41.968,19.87,3.69
2024-06-08 01:05:42,7651,2.64,0.057,6.19,79.23,14.69,4.9,7.92,26.86,41.778,19.674,4.32
2024-06-08 01:35:42,7652,1.99,0.056,6.17,78.37,15.14,5.05,7.92,26.75,41.628,19.266,3.34
2024-06-08 02:05:42,7653,1.6,0.056,6.16,77.84,15.2,5.07,7.92,26.63,41.45,19.007,3.25
2024-06-08 02:35:42,7654,1.43,0.056,6.17,77.47,15.35,5.12,7.92,26.51,41.284,18.754,3.02
2024-06-08 03:05:42,7655,1.87,0.057,6.22,77.84,15.25,5.08,7.91,26.29,40.973,18.665,3.13
2024-06-08 03:35:42,7656,1.68,0.056,6.25,77.85,15.89,5.3,7.91,26.1,40.714,18.458,3.52
2024-06-08 04:05:42,7657,1.63,0.056,6.27,77.74,16.02,5.34,7.9,25.88,40.398,18.316,3.74
2024-06-08 04:35:42,7658,2.68,0.056,6.31,77.98,16.39,5.46,7.9,25.7,40.144,18.125,3.24
2024-06-08 05:05:42,7659,1.34,0.059,6.34,78.22,16.56,5.52,7.88,25.46,39.813,18.114,3.52
2024-06-08 05:35:42,7660,1.47,0.061,6.43,79.46,17.22,5.74,7.87,25.29,39.569,18.271,3.16
2024-06-08 06:05:42,7661,1.81,0.063,6.47,79.89,17.45,5.82,7.89,25.35,39.649,18.264,2.51
2024-06-08 06:35:42,7662,1.75,0.067,6.44,79.67,18.25,6.08,7.89,25.45,39.796,18.293,2.61
2024-06-08 07:05:42,7663,1.58,0.069,6.42,79.68,17.86,5.95,7.89,25.57,39.955,18.469,2.54
2024-06-08 07:35:42,7664,1.38,0.072,6.37,79.69,18.2,6.07,7.89,25.72,40.168,18.767,2
2024-06-08 08:05:42,7665,1.72,0.075,6.32,79.2,18.1,6.03,7.89,25.83,40.33,18.886,1.99
2024-06-08 08:35:42,7666,1.58,0.075,6.33,79.73,18.18,6.06,7.89,25.92,40.462,19.052,1.79
2024-06-08 09:05:42,7667,1.46,0.077,6.35,80.75,17.48,5.83,7.9,26.22,40.885,19.536,1.49
2024-06-08 09:35:42,7668,1.87,0.076,6.39,81.38,17.05,5.68,7.91,26.26,40.945,19.587,2.08
2024-06-08 10:05:42,7669,1.91,0.074,6.39,81.8,16.71,5.57,7.91,26.41,41.149,19.764,1.99
2024-06-08 10:35:42,7670,3.28,0.067,6.37,81.95,16.59,5.53,7.91,26.59,41.409,20.004,2.45
2024-06-08 11:05:42,7671,1.27,0.063,6.34,81.72,16.51,5.5,7.92,26.76,41.64,20.06,2.2
2024-06-08 11:35:42,7672,1.29,0.056,6.34,81.92,16.21,5.4,7.92,26.74,41.618,20.164,2.93
2024-06-08 12:05:42,7673,1.34,0.051,6.47,83.66,15.01,5,7.92,26.64,41.474,20.237,3.05
2024-06-08 12:35:42,7674,1.56,0.048,6.56,84.82,15.61,5.2,7.92,26.6,41.429,20.308,2.78
2024-06-08 13:05:42,7675,1.29,0.045,6.63,85.86,15.51,5.17,7.93,26.49,41.268,20.376,2.99
2024-06-08 13:35:42,7676,2.41,0.041,6.7,86.74,15.75,5.25,7.93,26.33,41.044,20.41,3.56
2024-06-08 14:05:42,7677,1.75,0.039,6.75,87.26,15.75,5.25,7.93,26.1,40.723,20.433,4.43
2024-06-08 14:35:42,7678,3.21,0.038,6.79,87.61,16.16,5.39,7.93,25.87,40.401,20.396,4.67
2024-06-08 15:05:42,7679,1.57,0.038,6.81,87.64,16.49,5.5,7.92,25.59,39.996,20.346,5.22
2024-06-08 15:35:42,7680,1.99,0.04,6.83,87.66,16.43,5.48,7.91,25.27,39.547,20.292,5.51
2024-06-08 16:05:42,7681,1.67,0.044,6.84,87.56,17.16,5.72,7.89,24.96,39.116,20.222,5.21
