,Timestamp,EXO ChlugL,EXO Depthm,EXO DOmgL,EXO DOPerSat,EXO pH,EXO Salpsu,EXO SpCondmScm,EXO TempC,EXO TurbNTU
6031,2025/2/5 14:00,3.58,0.24,6.11,75.46,6.99,0.09,0.201,26.087,44.74
6032,2025/2/5 14:10,3.51,0.239,6.11,75.38,6.98,0.09,0.195,26.068,45.95
6033,2025/2/5 14:20,3.75,0.239,6.12,75.47,6.98,0.09,0.19,25.99,44.78
6034,2025/2/5 14:30,3.67,0.235,6.1,75.24,6.98,0.09,0.192,26.055,45.28
6035,2025/2/5 14:40,3.58,0.237,6.15,75.94,6.97,0.09,0.194,26.069,44.43
6036,2025/2/5 14:50,3.56,0.233,6.18,76.65,6.98,0.09,0.198,26.347,44.5
6037,2025/2/5 15:00,3.53,0.234,6.13,76.0,6.99,0.09,0.203,26.272,43.29
6038,2025/2/5 15:10,3.55,0.23,6.13,75.92,6.98,0.1,0.215,26.2,43.88
6039,2025/2/5 15:20,3.42,0.231,6.18,76.63,6.99,0.1,0.213,26.34,43.77
6040,2025/2/5 15:30,3.49,0.231,6.19,76.73,6.99,0.1,0.214,26.291,43.12
6041,2025/2/5 15:40,3.62,0.231,6.14,75.98,6.97,0.1,0.218,26.189,44.06
6042,2025/2/5 15:50,3.48,0.231,6.15,76.15,6.99,0.1,0.224,26.197,44.39
6043,2025/2/5 16:00,3.51,0.23,6.17,76.32,6.97,0.1,0.205,26.132,41.85
6044,2025/2/5 16:10,3.54,0.228,6.15,75.99,6.95,0.1,0.222,26.109,42.3
6045,2025/2/5 16:20,3.55,0.227,6.15,76.0,6.97,0.1,0.211,26.133,42.16
6046,2025/2/5 16:30,3.57,0.227,6.13,75.76,6.97,0.1,0.218,26.115,47.25
6047,2025/2/5 16:40,3.57,0.228,6.15,76.05,6.96,0.1,0.218,26.137,42.12
6048,2025/2/5 16:50,3.45,0.229,6.17,76.24,6.96,0.1,0.217,26.146,41.71
6049,2025/2/5 17:00,3.47,0.229,6.17,76.26,6.97,0.1,0.217,26.159,41.35
6050,2025/2/5 17:10,3.44,0.23,6.17,76.37,6.96,0.1,0.222,26.183,41.51
6051,2025/2/5 17:20,3.47,0.232,6.14,75.97,6.97,0.11,0.242,26.163,40.74
6052,2025/2/5 17:30,3.54,0.233,6.17,76.36,6.96,0.11,0.227,26.185,40.21
6053,2025/2/5 17:40,3.61,0.236,6.17,76.31,6.96,0.11,0.233,26.184,39.9
6054,2025/2/5 17:50,3.38,0.238,6.18,76.56,6.95,0.11,0.226,26.215,39.02
6055,2025/2/5 18:00,3.53,0.24,6.15,76.18,6.95,0.11,0.242,26.205,39.39
6057,2025/2/5 18:20,3.47,0.243,6.18,76.56,6.95,0.11,0.229,26.219,38.49
6058,2025/2/5 18:30,3.54,0.245,6.19,76.58,6.94,0.11,0.228,26.214,39.14
6059,2025/2/5 18:40,3.52,0.247,6.18,76.54,6.95,0.11,0.231,26.203,39.9
6060,2025/2/5 18:50,3.51,0.247,6.2,76.67,6.95,0.11,0.226,26.196,38.56
6061,2025/2/5 19:00,3.5,0.247,6.19,76.57,6.96,0.11,0.229,26.188,39.41
6062,2025/2/5 19:10,3.47,0.247,6.19,76.65,6.96,0.11,0.229,26.186,38.8
6063,2025/2/5 19:20,3.55,0.248,6.18,76.49,6.97,0.11,0.237,26.184,39.04
6064,2025/2/5 19:30,3.52,0.247,6.18,76.48,6.97,0.11,0.243,26.172,38.49
6065,2025/2/5 19:40,3.48,0.251,6.18,76.43,6.97,0.12,0.248,26.159,38.24
6066,2025/2/5 19:50,3.52,0.251,6.16,76.24,6.97,0.12,0.264,26.151,38.4
6067,2025/2/5 20:00,3.54,0.254,6.18,76.36,6.98,0.12,0.264,26.138,37.49
6068,2025/2/5 20:10,3.56,0.253,6.23,76.96,6.96,0.11,0.243,26.119,37.02
6069,2025/2/5 20:20,3.49,0.253,6.24,77.1,6.97,0.12,0.254,26.105,36.57
6070,2025/2/5 20:30,3.65,0.254,6.24,77.05,6.97,0.12,0.25,26.099,36.48
6071,2025/2/5 20:40,3.62,0.255,6.23,76.99,6.98,0.12,0.261,26.096,37.09
6072,2025/2/5 20:50,3.63,0.255,6.24,77.09,6.97,0.13,0.27,26.089,36.01
6073,2025/2/5 21:00,3.65,0.255,6.23,76.99,6.97,0.13,0.278,26.088,37.85
6074,2025/2/5 21:10,3.69,0.255,6.23,76.91,6.98,0.14,0.292,26.086,36.94
6075,2025/2/5 21:20,3.65,0.256,6.21,76.68,6.99,0.15,0.313,26.085,37.92
6076,2025/2/5 21:30,3.71,0.258,6.18,76.35,7.0,0.17,0.35,26.093,38.38
6077,2025/2/5 21:40,3.66,0.258,6.19,76.52,7.01,0.17,0.357,26.081,37.36
6078,2025/2/5 21:50,3.69,0.258,6.2,76.55,7.01,0.17,0.354,26.07,37.1
6079,2025/2/5 22:00,3.68,0.259,6.16,76.09,7.0,0.19,0.402,26.068,37.73
6080,2025/2/5 22:10,3.68,0.262,6.21,76.7,7.01,0.17,0.352,26.043,36.39
6081,2025/2/5 22:20,3.69,0.261,6.18,76.33,7.01,0.19,0.395,26.045,36.82
6082,2025/2/5 22:30,3.74,0.262,6.22,76.77,7.0,0.17,0.363,26.031,35.77
6083,2025/2/5 22:40,3.82,0.264,6.22,76.73,7.02,0.18,0.374,26.029,36.42
6084,2025/2/5 22:50,3.65,0.264,6.26,77.19,7.0,0.17,0.361,26.023,35.75
6085,2025/2/5 23:00,3.64,0.263,6.23,76.91,7.02,0.18,0.385,26.027,35.66
6086,2025/2/5 23:10,3.59,0.262,6.28,77.5,7.03,0.17,0.362,26.018,35.09
6087,2025/2/5 23:20,3.63,0.262,6.27,77.37,7.03,0.18,0.375,26.022,34.73
6088,2025/2/5 23:30,3.68,0.261,6.25,77.17,7.03,0.19,0.391,26.019,35.17
6089,2025/2/5 23:40,3.72,0.26,6.26,77.21,7.03,0.19,0.389,26.023,34.54
6090,2025/2/5 23:50,3.66,0.26,6.25,77.07,7.03,0.19,0.405,26.011,34.75
6091,2025/2/6 0:00,3.72,0.259,6.2,76.56,7.03,0.21,0.436,26.019,35.34
6092,2025/2/6 0:10,3.74,0.257,6.21,76.66,7.05,0.2,0.414,26.014,35.05
6093,2025/2/6 0:20,3.64,0.257,6.19,76.38,7.05,0.21,0.433,26.016,35.02
6094,2025/2/6 0:30,3.61,0.257,6.0,74.06,7.04,0.2,0.428,26.019,34.71
6095,2025/2/6 0:40,3.58,0.256,6.11,75.43,7.05,0.21,0.445,26.023,34.96
6096,2025/2/6 0:50,3.64,0.254,6.19,76.37,7.04,0.21,0.441,26.019,35.05
6097,2025/2/6 1:00,3.7,0.254,6.12,75.5,7.06,0.19,0.401,25.987,33.51
6098,2025/2/6 1:10,3.69,0.256,6.2,76.54,7.04,0.21,0.434,26.011,35.15
6099,2025/2/6 1:20,3.69,0.254,6.19,76.32,7.06,0.19,0.397,25.993,34.15
6100,2025/2/6 1:30,3.68,0.252,6.26,77.18,7.06,0.19,0.394,25.978,33.29
6101,2025/2/6 1:40,3.73,0.251,6.22,76.72,7.05,0.2,0.428,25.983,34.44
6102,2025/2/6 1:50,3.68,0.252,6.21,76.57,7.05,0.21,0.444,25.991,34.97
6103,2025/2/6 2:00,3.71,0.251,6.18,76.29,7.05,0.21,0.447,25.997,35.09
6104,2025/2/6 2:10,3.73,0.251,6.2,76.54,7.04,0.22,0.466,25.992,35.4
6105,2025/2/6 2:20,3.68,0.251,6.23,76.84,7.05,0.22,0.459,25.985,35.5
6106,2025/2/6 2:30,3.63,0.25,6.21,76.65,7.04,0.22,0.466,25.992,35.2
6107,2025/2/6 2:40,3.75,0.25,6.2,76.43,7.04,0.23,0.484,25.984,36.01
6108,2025/2/6 2:50,3.73,0.25,6.26,77.15,7.05,0.24,0.494,25.962,34.98
6109,2025/2/6 3:00,3.67,0.251,6.17,76.08,7.05,0.27,0.562,25.97,35.24
6110,2025/2/6 3:10,3.79,0.248,6.25,77.14,7.08,0.32,0.659,25.967,35.65
6111,2025/2/6 3:20,3.85,0.247,6.13,75.71,7.07,0.35,0.726,26.014,36.07
6112,2025/2/6 3:30,3.87,0.246,6.25,77.14,7.1,0.32,0.67,25.991,36.03
6113,2025/2/6 3:40,3.86,0.244,6.21,76.59,7.09,0.33,0.686,25.97,36.12
6114,2025/2/6 3:50,3.9,0.243,6.14,75.79,7.09,0.38,0.774,25.999,35.25
6115,2025/2/6 4:00,3.97,0.245,6.15,75.97,7.09,0.37,0.752,25.993,35.91
6116,2025/2/6 4:10,3.88,0.245,6.2,76.49,7.1,0.36,0.734,25.971,35.91
6117,2025/2/6 4:20,3.79,0.246,6.26,77.24,7.1,0.38,0.782,25.954,35.61
6118,2025/2/6 4:30,3.92,0.247,6.21,76.83,7.09,0.57,1.153,26.021,36.08
6119,2025/2/6 4:40,3.95,0.248,6.19,76.86,7.14,1.0,1.972,26.084,34.72
6120,2025/2/6 4:50,3.81,0.251,6.23,77.53,7.16,1.5,2.903,26.062,32.85
6121,2025/2/6 5:00,3.69,0.253,6.16,77.05,7.18,2.27,4.279,26.082,30.84
6122,2025/2/6 5:10,3.7,0.253,6.04,75.87,7.19,2.94,5.461,26.151,29.14
6123,2025/2/6 5:20,3.71,0.254,6.22,77.64,7.22,2.15,4.065,26.048,30.61
6124,2025/2/6 5:30,3.61,0.253,5.95,75.15,7.24,3.8,6.937,26.193,25.87
6125,2025/2/6 5:40,3.59,0.253,5.89,74.66,7.28,4.18,7.592,26.234,24.74
6126,2025/2/6 5:50,3.72,0.255,6.26,78.35,7.27,2.62,4.899,26.009,28.72
6127,2025/2/6 6:00,3.52,0.253,5.97,75.29,7.27,3.62,6.643,26.183,26.14
6128,2025/2/6 6:10,3.47,0.253,5.77,73.89,7.34,5.72,10.169,26.324,20.74
6129,2025/2/6 6:20,3.61,0.254,6.07,76.56,7.32,3.55,6.514,26.127,24.97
6130,2025/2/6 6:30,3.58,0.254,6.34,79.53,7.33,3.09,5.714,25.983,26.34
6131,2025/2/6 6:40,3.67,0.258,6.1,76.5,7.28,2.96,5.489,26.062,27.02
6132,2025/2/6 6:50,3.68,0.258,6.15,77.06,7.29,3.02,5.602,25.997,29.36
6133,2025/2/6 7:00,3.71,0.261,6.12,76.62,7.31,2.8,5.215,25.977,29.88
6134,2025/2/6 7:10,3.74,0.263,6.06,75.75,7.3,2.51,4.703,25.98,32.79
6135,2025/2/6 7:20,3.78,0.264,5.97,74.45,7.31,2.19,4.149,25.981,36.35
6136,2025/2/6 7:30,3.87,0.265,5.87,73.03,7.3,1.91,3.64,25.926,40.33
6137,2025/2/6 7:40,3.83,0.273,5.87,73.32,7.27,2.62,4.901,25.972,39.37
6138,2025/2/6 7:50,3.81,0.275,5.83,72.84,7.27,2.53,4.739,25.96,40.65
6139,2025/2/6 8:00,3.68,0.279,5.9,73.68,7.25,2.2,4.159,26.006,33.73
6140,2025/2/6 8:10,3.87,0.271,5.74,71.7,7.29,2.67,4.987,25.933,43.16
6141,2025/2/6 8:20,3.86,0.279,5.73,71.81,7.28,3.13,5.786,25.977,45.08
6142,2025/2/6 8:30,3.73,0.294,6.0,74.71,7.26,1.98,3.763,25.977,34.44
6143,2025/2/6 8:40,3.72,0.295,6.06,75.29,7.26,1.8,3.445,25.929,36.11
6144,2025/2/6 8:50,3.8,0.289,6.02,74.65,7.25,1.37,2.656,25.897,41.47
6145,2025/2/6 9:00,3.93,0.285,6.12,75.71,7.26,1.21,2.364,25.835,44.57
6146,2025/2/6 9:10,3.95,0.279,6.13,75.64,7.23,0.88,1.745,25.812,48.35
6147,2025/2/6 9:20,3.93,0.278,6.23,76.79,7.22,0.72,1.44,25.788,51.41
6148,2025/2/6 9:30,3.96,0.277,6.37,78.35,7.22,0.42,0.86,25.77,54.83
6149,2025/2/6 9:40,3.94,0.275,6.41,78.86,7.21,0.36,0.746,25.773,54.45
6150,2025/2/6 9:50,3.95,0.274,6.42,78.93,7.19,0.36,0.735,25.777,55.55
6151,2025/2/6 10:00,4.07,0.273,6.42,78.97,7.19,0.35,0.717,25.785,54.98
6152,2025/2/6 10:10,4.18,0.268,6.37,78.42,7.18,0.39,0.797,25.786,62.05
6153,2025/2/6 10:20,4.23,0.267,6.32,77.8,7.18,0.41,0.846,25.792,62.67
6154,2025/2/6 10:30,4.27,0.266,6.35,78.15,7.18,0.39,0.808,25.811,58.52
6155,2025/2/6 10:40,4.24,0.269,6.38,78.53,7.18,0.39,0.798,25.806,58.18
6156,2025/2/6 10:50,4.25,0.267,6.4,78.73,7.18,0.37,0.762,25.822,56.64
6157,2025/2/6 11:00,4.22,0.27,6.4,78.76,7.18,0.36,0.732,25.84,56.07
6158,2025/2/6 11:10,4.36,0.271,6.41,78.9,7.16,0.35,0.711,25.863,61.45
6159,2025/2/6 11:20,4.24,0.27,6.37,78.49,7.16,0.35,0.724,25.871,59.13
6160,2025/2/6 11:30,4.26,0.269,6.42,79.1,7.18,0.33,0.676,25.87,54.28
6161,2025/2/6 11:40,4.33,0.265,6.44,79.4,7.17,0.31,0.651,25.885,52.22
6162,2025/2/6 11:50,4.24,0.263,6.44,79.42,7.17,0.31,0.649,25.917,50.0
6163,2025/2/6 12:00,4.16,0.266,6.38,78.58,7.16,0.33,0.691,25.907,52.78
6164,2025/2/6 12:00,4.16,0.266,6.38,78.58,7.16,0.33,0.691,25.907,52.78
6165,2025/2/6 12:10,4.3,0.266,6.49,79.95,7.16,0.27,0.567,25.914,52.97
6166,2025/2/6 12:20,4.3,0.266,6.54,80.59,7.17,0.25,0.511,25.921,57.42
6167,2025/2/6 12:30,4.3,0.265,6.54,80.64,7.16,0.25,0.517,25.922,57.95
6168,2025/2/6 12:40,4.34,0.264,6.53,80.45,7.16,0.26,0.544,25.924,57.63
6169,2025/2/6 12:50,4.42,0.26,6.52,80.33,7.16,0.27,0.565,25.926,57.11
6170,2025/2/6 13:00,4.42,0.259,6.5,80.12,7.16,0.28,0.576,25.927,55.97
6171,2025/2/6 13:10,4.31,0.258,6.53,80.53,7.17,0.28,0.571,25.935,52.69
6172,2025/2/6 13:20,4.44,0.259,6.54,80.6,7.16,0.26,0.54,25.941,53.89
6173,2025/2/6 13:30,4.42,0.258,6.6,81.37,7.15,0.22,0.46,25.959,51.75
6174,2025/2/6 13:40,4.5,0.255,6.58,81.17,7.14,0.25,0.514,25.988,53.41
6175,2025/2/6 13:50,4.6,0.255,6.66,82.14,7.14,0.18,0.378,25.999,54.01
6176,2025/2/6 14:00,4.58,0.251,6.65,82.08,7.15,0.19,0.393,26.02,55.68
6177,2025/2/6 14:10,4.74,0.246,6.66,82.19,7.14,0.19,0.4,26.033,53.02
6178,2025/2/6 14:20,4.67,0.245,6.62,81.7,7.14,0.21,0.438,26.028,53.95
6179,2025/2/6 14:30,4.6,0.244,6.6,81.49,7.15,0.22,0.452,26.035,51.48
6180,2025/2/6 14:40,4.62,0.243,6.62,81.73,7.15,0.21,0.443,26.044,51.0
6181,2025/2/6 14:50,4.66,0.244,6.64,82.01,7.13,0.2,0.423,26.056,50.63
6182,2025/2/6 15:00,4.66,0.242,6.65,82.16,7.14,0.2,0.413,26.061,50.14
6183,2025/2/6 15:10,4.74,0.242,6.69,82.57,7.14,0.17,0.363,26.055,50.67
6184,2025/2/6 15:20,4.77,0.24,6.7,82.67,7.14,0.16,0.346,26.054,51.1
6185,2025/2/6 15:30,4.81,0.238,6.69,82.63,7.14,0.17,0.349,26.06,50.38
6186,2025/2/6 15:40,4.68,0.237,6.6,81.54,7.16,0.16,0.346,26.069,49.18
6187,2025/2/6 15:50,4.7,0.236,6.63,81.88,7.16,0.17,0.358,26.072,49.22
6188,2025/2/6 16:00,4.7,0.238,6.65,82.21,7.16,0.17,0.351,26.083,47.87
6189,2025/2/6 16:10,4.73,0.239,6.68,82.5,7.13,0.17,0.368,26.079,47.43
6190,2025/2/6 16:20,4.77,0.239,6.71,82.93,7.14,0.16,0.331,26.078,47.43
6191,2025/2/6 16:30,4.54,0.24,6.66,82.28,7.11,0.19,0.398,26.076,47.91
6192,2025/2/6 16:40,4.64,0.237,6.68,82.45,7.13,0.18,0.378,26.052,48.72
6193,2025/2/6 16:50,4.72,0.238,6.74,83.15,7.13,0.14,0.294,26.042,48.14
6194,2025/2/6 17:00,4.63,0.234,6.71,82.87,7.16,0.14,0.296,26.042,47.69
6195,2025/2/6 17:10,4.66,0.234,6.71,82.79,7.16,0.14,0.304,26.038,47.42
6196,2025/2/6 17:20,4.65,0.236,6.69,82.58,7.16,0.14,0.305,26.042,46.63
6197,2025/2/6 17:30,4.58,0.236,6.72,82.93,7.14,0.14,0.301,26.03,46.63
6198,2025/2/6 17:40,4.69,0.238,6.71,82.79,7.14,0.15,0.316,26.006,46.79
6199,2025/2/6 17:50,4.57,0.24,6.69,82.5,7.13,0.17,0.357,25.99,46.51
6200,2025/2/6 18:00,4.63,0.239,6.67,82.26,7.14,0.17,0.368,25.996,46.62
6201,2025/2/6 18:10,4.63,0.239,6.68,82.32,7.14,0.17,0.359,25.981,46.41
6202,2025/2/6 18:20,4.72,0.242,6.76,83.29,7.13,0.13,0.268,25.909,45.25
6203,2025/2/6 18:30,4.66,0.241,6.76,83.22,7.13,0.13,0.27,25.902,45.53
6204,2025/2/6 18:40,4.77,0.244,6.77,83.24,7.14,0.12,0.263,25.871,44.58
6205,2025/2/6 18:50,4.72,0.245,6.74,82.89,7.11,0.14,0.295,25.855,44.77
6206,2025/2/6 19:00,4.73,0.248,6.74,82.82,7.11,0.15,0.311,25.822,44.17
6207,2025/2/6 19:10,4.75,0.248,6.69,82.26,7.12,0.17,0.358,25.862,44.78
6208,2025/2/6 19:20,4.72,0.25,6.78,83.3,7.11,0.12,0.249,25.793,47.02
6209,2025/2/6 19:30,4.68,0.252,6.74,82.71,7.1,0.15,0.318,25.764,45.52
6210,2025/2/6 19:40,4.67,0.254,6.76,82.94,7.1,0.13,0.279,25.734,43.93
6211,2025/2/6 19:50,4.78,0.255,6.76,82.99,7.09,0.13,0.276,25.713,42.36
6212,2025/2/6 20:00,4.73,0.253,6.77,83.03,7.11,0.14,0.286,25.707,43.43
6213,2025/2/6 20:10,4.76,0.254,6.81,83.45,7.11,0.11,0.239,25.691,43.18
6214,2025/2/6 20:20,4.75,0.256,6.79,83.21,7.1,0.14,0.288,25.681,42.5
6215,2025/2/6 20:30,4.75,0.26,6.78,83.14,7.09,0.15,0.307,25.669,41.56
6216,2025/2/6 20:40,4.76,0.258,6.78,83.14,7.11,0.13,0.276,25.651,43.56
6217,2025/2/6 20:50,4.7,0.261,6.79,83.2,7.08,0.13,0.269,25.639,45.76
6218,2025/2/6 21:00,4.73,0.263,6.76,82.86,7.1,0.18,0.388,25.654,42.08
6219,2025/2/6 21:10,4.71,0.261,6.77,83.01,7.1,0.14,0.294,25.645,45.45
6220,2025/2/6 21:20,4.83,0.263,6.78,83.1,7.11,0.13,0.28,25.646,46.8
6221,2025/2/6 21:30,4.74,0.262,6.76,82.91,7.1,0.15,0.315,25.647,47.48
6222,2025/2/6 21:40,4.71,0.264,6.75,82.72,7.12,0.16,0.342,25.652,46.27
6223,2025/2/6 21:50,4.71,0.264,6.72,82.38,7.1,0.2,0.422,25.654,48.65
6224,2025/2/6 22:00,4.79,0.264,6.71,82.24,7.14,0.19,0.398,25.654,50.48
6225,2025/2/6 22:10,4.71,0.262,6.72,82.34,7.13,0.18,0.388,25.643,49.61
6226,2025/2/6 22:20,4.76,0.263,6.7,82.12,7.14,0.19,0.391,25.644,53.78
6227,2025/2/6 22:30,4.67,0.262,6.66,81.66,7.13,0.21,0.444,25.654,55.68
6228,2025/2/6 22:40,4.79,0.264,6.69,82.03,7.14,0.21,0.444,25.634,56.08
6229,2025/2/6 22:50,4.65,0.263,6.69,81.99,7.12,0.24,0.501,25.633,57.49
6230,2025/2/6 23:00,4.79,0.262,6.69,82.03,7.15,0.22,0.454,25.628,58.67
6231,2025/2/6 23:10,4.68,0.261,6.71,82.26,7.15,0.22,0.455,25.618,57.86
6232,2025/2/6 23:20,4.68,0.259,6.69,82.03,7.15,0.22,0.459,25.618,64.02
6233,2025/2/6 23:30,4.77,0.258,6.68,81.86,7.15,0.25,0.523,25.615,64.25
6234,2025/2/6 23:40,4.72,0.257,6.69,82.04,7.17,0.26,0.538,25.609,63.98
6235,2025/2/6 23:50,4.59,0.257,6.71,82.19,7.17,0.24,0.51,25.603,65.81
6236,2025/2/7 0:00,4.72,0.257,6.71,82.24,7.17,0.25,0.525,25.596,66.0
6237,2025/2/7 0:10,4.69,0.256,6.73,82.47,7.17,0.24,0.505,25.591,67.11
6238,2025/2/7 0:20,4.65,0.256,6.73,82.45,7.18,0.25,0.512,25.585,72.02
6239,2025/2/7 0:30,4.65,0.255,6.76,82.74,7.17,0.24,0.5,25.574,73.14
6240,2025/2/7 0:40,4.6,0.254,6.77,82.95,7.18,0.24,0.498,25.565,72.84
6241,2025/2/7 0:50,4.61,0.252,6.79,83.11,7.18,0.23,0.487,25.56,74.06
6242,2025/2/7 1:00,4.67,0.251,6.78,83.05,7.18,0.24,0.508,25.557,76.41
6243,2025/2/7 1:10,4.58,0.247,6.78,83.04,7.19,0.25,0.513,25.558,81.16
6244,2025/2/7 1:20,4.6,0.246,6.8,83.22,7.19,0.23,0.482,25.552,81.18
6245,2025/2/7 1:30,4.64,0.243,6.8,83.2,7.19,0.23,0.49,25.555,86.37
6246,2025/2/7 1:40,4.76,0.242,6.8,83.27,7.2,0.22,0.47,25.557,84.05
6247,2025/2/7 1:50,4.63,0.239,6.79,83.16,7.19,0.23,0.472,25.557,85.24
6248,2025/2/7 2:00,4.64,0.236,6.79,83.14,7.21,0.22,0.467,25.561,85.43
6249,2025/2/7 2:10,4.73,0.233,6.77,82.91,7.2,0.23,0.484,25.563,85.06
6250,2025/2/7 2:20,4.69,0.233,6.79,83.12,7.2,0.21,0.443,25.562,80.8
6251,2025/2/7 2:30,4.61,0.231,6.79,83.12,7.2,0.21,0.438,25.562,80.7
6252,2025/2/7 2:40,4.62,0.231,6.8,83.18,7.19,0.19,0.4,25.564,79.38
6253,2025/2/7 2:50,4.63,0.231,6.8,83.21,7.18,0.18,0.38,25.571,77.79
6254,2025/2/7 3:00,4.62,0.232,6.82,83.44,7.19,0.16,0.338,25.57,74.14
6255,2025/2/7 3:10,4.56,0.23,6.84,83.66,7.18,0.16,0.332,25.574,71.41
6256,2025/2/7 3:20,4.56,0.231,6.84,83.7,7.19,0.15,0.317,25.576,68.37
6257,2025/2/7 3:30,4.48,0.23,6.86,83.89,7.19,0.15,0.308,25.57,67.73
6258,2025/2/7 3:40,4.48,0.229,6.85,83.88,7.19,0.15,0.31,25.577,64.38
6259,2025/2/7 3:50,4.46,0.231,6.84,83.77,7.2,0.15,0.315,25.575,63.07
6260,2025/2/7 4:00,4.45,0.231,6.84,83.74,7.2,0.14,0.29,25.587,63.45
6261,2025/2/7 4:10,4.57,0.228,6.86,84.02,7.19,0.14,0.296,25.578,61.48
6262,2025/2/7 4:20,4.42,0.228,6.88,84.16,7.22,0.13,0.283,25.57,60.57
6263,2025/2/7 4:30,4.38,0.226,6.89,84.35,7.19,0.13,0.284,25.571,59.3
6264,2025/2/7 4:40,4.49,0.234,6.89,84.31,7.16,0.15,0.312,25.562,59.49
6265,2025/2/7 4:50,4.42,0.238,6.9,84.39,7.19,0.15,0.318,25.553,59.5
6266,2025/2/7 5:00,4.52,0.235,6.92,84.67,7.19,0.12,0.254,25.569,62.6
6267,2025/2/7 5:10,4.55,0.229,6.9,84.45,7.21,0.13,0.267,25.57,63.11
6268,2025/2/7 5:20,4.46,0.231,6.88,84.13,7.23,0.13,0.272,25.561,64.02
6269,2025/2/7 5:30,4.49,0.23,6.89,84.34,7.21,0.13,0.277,25.56,63.8
6270,2025/2/7 5:40,4.41,0.233,6.9,84.43,7.21,0.13,0.278,25.562,61.76
6271,2025/2/7 5:50,4.39,0.236,6.93,84.72,7.2,0.13,0.271,25.554,58.96
6272,2025/2/7 6:00,4.43,0.236,6.91,84.57,7.2,0.15,0.308,25.545,58.84
6273,2025/2/7 6:10,4.43,0.237,6.84,83.76,7.18,0.16,0.329,25.563,57.93
6274,2025/2/7 6:20,4.5,0.239,6.82,83.38,7.19,0.18,0.386,25.547,61.68
6275,2025/2/7 6:30,4.5,0.241,6.84,83.68,7.2,0.2,0.426,25.513,62.52
6276,2025/2/7 6:40,4.45,0.247,6.79,83.07,7.22,0.31,0.641,25.479,70.95
6277,2025/2/7 6:50,4.58,0.247,6.73,82.38,7.23,0.4,0.824,25.497,70.48
6278,2025/2/7 7:00,4.61,0.247,6.64,81.49,7.25,0.72,1.449,25.548,63.78
6279,2025/2/7 7:10,4.65,0.244,6.5,80.06,7.25,1.28,2.496,25.604,62.68
6280,2025/2/7 7:20,4.56,0.244,6.48,79.84,7.27,1.31,2.55,25.606,56.43
6281,2025/2/7 7:30,4.59,0.244,6.6,81.06,7.29,0.74,1.48,25.538,66.11
6282,2025/2/7 7:40,4.58,0.246,6.64,81.41,7.28,0.65,1.301,25.525,64.88
6283,2025/2/7 7:50,4.62,0.247,6.65,81.45,7.26,0.53,1.065,25.536,62.29
6284,2025/2/7 8:00,4.55,0.248,6.63,81.36,7.25,0.62,1.245,25.54,59.71
6285,2025/2/7 8:10,4.59,0.247,6.63,81.19,7.27,0.43,0.886,25.517,60.14
6286,2025/2/7 8:20,4.65,0.246,6.61,80.99,7.28,0.48,0.978,25.5,60.77
6287,2025/2/7 8:30,4.55,0.248,6.66,81.51,7.27,0.42,0.853,25.516,61.76
6288,2025/2/7 8:40,4.6,0.251,6.69,81.92,7.27,0.39,0.799,25.515,64.14
6289,2025/2/7 8:50,4.58,0.252,6.7,81.98,7.26,0.4,0.817,25.505,67.45
6290,2025/2/7 9:00,4.65,0.251,6.64,81.31,7.29,0.34,0.7,25.505,71.89
6291,2025/2/7 9:10,4.64,0.265,6.7,81.87,7.24,0.22,0.459,25.434,88.83
6292,2025/2/7 9:20,4.64,0.277,6.7,81.77,7.2,0.22,0.464,25.36,88.2
6293,2025/2/7 9:30,4.72,0.289,6.62,80.76,7.2,0.28,0.571,25.331,99.87
6294,2025/2/7 9:40,4.64,0.281,6.71,81.76,7.21,0.22,0.452,25.321,84.19
6295,2025/2/7 9:50,4.7,0.279,6.72,81.89,7.19,0.2,0.416,25.318,85.67
6296,2025/2/7 10:00,4.69,0.277,6.73,81.94,7.17,0.18,0.372,25.305,89.06
6297,2025/2/7 10:10,4.66,0.28,6.77,82.38,7.16,0.14,0.304,25.278,85.69
6298,2025/2/7 10:20,4.69,0.279,6.77,82.37,7.16,0.14,0.289,25.269,88.84
6299,2025/2/7 10:30,4.63,0.275,6.78,82.54,7.14,0.12,0.258,25.259,90.69
6300,2025/2/7 10:40,4.52,0.276,6.81,82.81,7.14,0.1,0.215,25.253,84.57
6301,2025/2/7 10:50,4.59,0.276,6.81,82.83,7.13,0.1,0.207,25.235,86.14
6302,2025/2/7 11:00,4.46,0.277,6.83,83.0,7.13,0.09,0.194,25.233,82.9
6303,2025/2/7 11:10,4.47,0.277,6.84,83.13,7.11,0.09,0.183,25.219,82.0
6304,2025/2/7 11:20,4.46,0.275,6.85,83.25,7.12,0.08,0.176,25.22,81.07
6305,2025/2/7 11:30,4.34,0.271,6.85,83.31,7.11,0.08,0.169,25.211,81.75
6306,2025/2/7 11:40,4.26,0.271,6.86,83.36,7.11,0.08,0.164,25.217,81.57
6307,2025/2/7 11:50,4.36,0.27,6.87,83.45,7.09,0.07,0.153,25.208,80.85
6308,2025/2/7 12:00,4.27,0.269,6.87,83.47,7.09,0.07,0.148,25.22,80.47
6309,2025/2/7 12:00,4.27,0.269,6.87,83.47,7.09,0.07,0.148,25.22,80.47
