,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
665,2,6/05/2004,100600,4.0,,5.6,75.2,7.53,27.0,42.0,21.95,14.0
666,2,6/05/2004,100600,5.0,,5.6,75.3,7.53,27.0,42.1,21.94,19.0
667,2,3/06/2004,95500,0.2,1.9,6.5,85.5,7.91,30.7,47.2,20.1,10.0
668,2,3/06/2004,95500,2.0,,6.5,85.4,7.92,30.8,47.3,20.07,13.0
669,2,3/06/2004,95500,4.0,,6.5,85.3,7.94,30.9,47.5,20.01,12.0
670,2,3/06/2004,95500,5.5,,6.5,85.3,7.96,31.1,47.7,19.97,14.0
671,2,7/07/2004,134100,0.2,1.7,6.6,85.4,7.78,34.1,51.8,18.25,3.0
672,2,7/07/2004,134100,2.0,,6.5,84.4,7.8,34.3,52.1,18.15,3.0
673,2,7/07/2004,134100,3.5,,6.5,84.5,7.81,34.4,52.2,18.11,4.0
674,2,3/08/2004,112200,0.2,2.3,6.6,88.6,7.61,36.5,55.1,18.95,11.0
675,2,3/08/2004,112200,2.0,,6.6,88.6,7.63,36.6,55.2,18.91,14.0
676,2,3/08/2004,112200,4.0,,6.7,89.3,7.63,36.6,55.2,18.93,14.0
677,2,3/08/2004,112200,5.5,,6.7,89.3,7.63,36.6,55.2,18.92,11.0
678,2,20/09/2004,140900,0.2,2.1,6.5,93.4,7.81,37.1,55.8,22.44,8.0
679,2,20/09/2004,140900,2.0,,6.5,92.5,7.83,37.1,55.8,21.99,10.0
680,2,20/09/2004,140900,4.0,,6.4,91.2,7.83,37.1,55.8,21.99,15.0
681,2,26/10/2004,85300,0.2,5.2,5.5,83.9,7.79,34.3,52.0,27.32,20.0
682,2,26/10/2004,85300,2.0,,5.5,83.9,7.79,34.3,52.1,27.32,26.0
683,2,26/10/2004,85300,4.0,,5.5,83.9,7.77,34.3,52.2,27.26,21.0
684,2,26/11/2004,91600,0.2,2.0,6.1,85.5,7.84,29.1,45.0,23.94,9.0
685,2,26/11/2004,91600,2.0,,6.1,85.6,7.87,29.6,45.6,23.67,10.0
686,2,26/11/2004,91600,4.0,,6.1,85.0,7.88,29.7,45.8,23.64,12.0
687,2,23/12/2004,72700,0.2,6.7,4.9,66.8,7.59,12.2,20.4,28.41,12.0
688,2,23/12/2004,72700,2.0,,5.3,74.0,7.78,15.3,25.1,28.07,15.0
689,2,23/12/2004,72700,4.0,,5.4,74.7,7.81,15.9,26.0,28.03,18.0
690,2,23/12/2004,72700,6.0,,5.4,75.5,7.82,16.1,26.3,28.01,22.0
691,2,17/01/2005,140700,0.2,1.9,5.8,87.9,7.79,25.8,40.3,29.88,5.0
692,2,17/01/2005,140700,2.0,,5.3,79.2,7.77,26.2,40.9,28.91,11.0
693,2,17/01/2005,140700,4.0,,5.2,77.2,7.76,26.1,40.8,28.69,21.0
694,2,24/02/2005,93300,0.2,3.3,5.4,81.4,7.85,31.8,48.7,27.57,11.0
695,2,24/02/2005,93300,2.0,,5.4,81.0,7.86,32.0,49.0,27.48,13.0
696,2,24/02/2005,93300,4.0,,5.3,80.6,7.87,32.1,49.1,27.45,23.0
697,2,15/03/2005,123900,0.2,5.3,5.7,84.9,7.6,34.1,51.9,26.2,3.0
698,2,15/03/2005,123900,2.0,,5.6,83.2,7.6,34.3,52.1,26.1,4.0
699,2,15/03/2005,123900,4.0,,5.4,81.0,7.6,34.4,52.2,25.9,5.0
700,2,20/04/2005,81000,0.2,3.5,5.5,80.0,7.86,33.3,50.7,24.85,4.0
701,2,20/04/2005,81000,2.0,,5.4,79.0,7.86,33.6,51.2,24.86,4.0
702,2,20/04/2005,81000,4.0,,5.4,79.0,7.87,33.9,51.6,24.85,5.0
703,2,20/04/2005,81000,4.5,,5.4,78.8,7.87,33.9,51.6,24.86,8.0
704,2,25/05/2005,100400,0.2,1.9,6.3,85.6,7.65,36.4,55.0,20.16,6.0
705,2,25/05/2005,100400,2.0,,6.2,85.3,7.65,36.5,55.1,20.14,6.0
706,2,25/05/2005,100400,4.0,,6.2,85.3,7.66,36.6,55.1,20.1,6.0
707,2,25/05/2005,100400,5.0,,6.2,85.1,7.66,36.6,55.1,20.08,9.0
708,2,22/06/2005,100700,0.2,2.4,6.2,81.8,7.94,34.3,52.1,18.52,5.0
709,2,22/06/2005,100700,2.0,,6.2,81.9,7.94,34.4,52.3,18.52,5.0
710,2,22/06/2005,100700,3.0,,6.3,82.6,7.95,34.6,52.6,18.49,7.0
711,2,20/07/2005,95100,0.2,3.2,7.4,90.3,7.85,23.3,36.8,18.21,8.0
712,2,20/07/2005,95100,2.0,,7.1,86.9,7.84,23.6,37.2,18.13,11.0
713,2,20/07/2005,95100,3.5,,7.0,85.1,7.84,23.7,37.3,18.12,11.0
714,2,23/08/2005,120800,0.2,1.3,7.1,94.4,7.81,33.0,50.3,19.52,7.0
715,2,23/08/2005,120800,2.0,,7.1,94.3,7.82,33.5,51.0,19.37,10.0
716,2,23/08/2005,120800,4.0,,7.1,94.5,7.82,33.5,51.1,19.38,6.0
717,2,23/08/2005,120800,6.0,,7.1,94.5,7.83,33.6,51.1,19.36,10.0
718,2,20/09/2005,110800,0.2,1.2,6.7,92.5,7.63,35.0,53.0,20.85,5.0
719,2,20/09/2005,110800,2.0,,6.7,91.2,7.64,35.0,53.0,20.51,8.0
720,2,20/09/2005,110800,4.0,,6.6,90.4,7.66,35.0,53.0,20.52,11.0
721,2,26/10/2005,134400,0.2,,7.2,101.2,7.7,17.7,28.7,28.16,9.0
722,2,26/10/2005,134400,2.0,,3.9,55.4,7.37,24.8,38.9,26.43,11.0
723,2,26/10/2005,134400,2.5,,3.4,49.0,7.36,27.1,42.1,26.46,13.0
724,2,22/11/2005,142400,0.2,19.0,5.8,82.1,6.85,16.9,27.5,28.04,7.0
725,2,22/11/2005,142400,2.0,,4.3,60.0,6.72,18.6,30.0,26.99,5.0
726,2,22/11/2005,142400,4.0,,3.6,50.5,6.57,19.3,31.1,26.59,12.0
727,2,18/01/2006,112100,0.2,5.9,4.8,66.8,7.45,13.3,22.2,29.17,12.0
728,2,18/01/2006,112100,2.0,,5.0,70.1,7.56,15.4,25.2,28.92,10.0
729,2,18/01/2006,112100,4.0,,5.0,70.8,7.6,15.9,26.1,28.92,7.0
730,2,18/01/2006,112100,5.5,,5.0,71.1,7.62,16.1,26.4,28.93,13.0
731,2,24/02/2006,71600,0.2,2.6,4.8,72.1,7.71,30.5,46.9,27.55,4.0
732,2,24/02/2006,71600,2.0,,4.8,71.6,7.73,30.6,47.1,27.54,5.0
733,2,24/02/2006,71600,4.0,,4.8,71.6,7.73,30.6,47.1,27.53,5.0
734,2,24/02/2006,71600,4.5,,4.8,71.6,7.73,30.6,47.1,27.53,5.0
735,2,28/03/2006,84700,0.2,1.5,5.9,87.6,7.9,34.6,52.5,24.96,8.0
736,2,28/03/2006,84700,2.0,,5.9,86.8,7.91,34.6,52.6,24.9,12.0
737,2,28/03/2006,84700,4.0,,5.8,86.0,7.91,34.7,52.6,24.88,10.0
738,2,28/03/2006,84700,5.0,,5.8,85.3,7.91,34.7,52.6,24.89,12.0
739,2,18/04/2006,123700,0.2,5.5,5.6,81.7,7.59,33.8,51.4,24.78,6.0
741,2,18/04/2006,123700,2.0,,5.3,76.7,7.55,33.9,51.6,24.53,8.0
742,2,18/04/2006,123700,4.0,,5.2,75.6,7.56,34.2,52.0,24.43,7.0
743,2,18/04/2006,123700,5.0,,5.2,75.7,7.55,34.2,52.0,24.41,7.0
744,2,15/05/2006,111600,0.2,2.9,5.6,77.3,7.87,35.1,53.1,21.45,7.0
745,2,15/05/2006,111600,2.0,,5.5,76.5,7.88,35.2,53.3,21.21,8.0
746,2,15/05/2006,111600,4.0,,5.6,77.4,7.9,35.2,53.4,21.28,7.0
747,2,26/06/2006,105200,0.2,2.4,7.1,91.3,7.56,29.2,45.1,19.44,11.0
748,2,26/06/2006,105200,2.0,,6.8,88.2,7.54,29.5,45.5,19.2,14.0
749,2,26/06/2006,105200,4.0,,6.7,86.2,7.54,29.7,45.8,19.18,16.0
750,2,17/07/2006,140300,0.2,0.8,6.4,84.3,7.75,33.0,50.3,18.92,6.0
751,2,17/07/2006,140300,2.0,,6.5,85.7,7.77,33.1,50.5,18.93,7.0
752,2,17/07/2006,140300,4.0,,6.6,86.2,7.78,33.2,50.6,18.93,5.0
753,2,25/08/2006,102000,0.2,1.3,6.3,87.4,7.87,33.7,51.3,21.55,4.0
754,2,25/08/2006,102000,2.0,,6.2,85.8,7.87,33.8,51.4,21.3,5.0
755,2,25/08/2006,102000,4.0,,6.2,85.2,7.87,33.9,51.6,21.25,5.0
756,2,25/08/2006,102000,5.0,,6.2,84.8,7.87,33.9,51.6,21.24,6.0
757,2,25/09/2006,104500,0.2,2.2,6.3,89.4,7.8,34.4,52.3,22.99,7.0
758,2,25/09/2006,104500,2.0,,6.3,90.1,7.84,34.7,52.6,22.85,7.0
759,2,25/09/2006,104500,4.0,,6.3,90.0,7.85,34.8,52.8,22.85,4.0
760,2,25/09/2006,104500,5.0,,6.3,89.7,7.86,34.9,52.9,22.85,8.0
761,2,17/10/2006,75500,0.2,2.5,6.0,88.4,7.82,36.4,54.9,24.64,6.0
762,2,17/10/2006,75500,2.0,,5.9,87.1,7.84,36.5,55.0,24.69,8.0
763,2,17/10/2006,75500,4.0,,5.8,86.3,7.86,36.7,55.3,24.78,7.0
764,2,6/11/2006,110600,0.2,,5.9,88.2,7.73,38.5,57.6,24.9,12.0
766,2,6/11/2006,110600,2.0,,5.9,88.1,7.73,38.5,57.6,24.91,12.0
767,2,6/11/2006,110600,4.0,,5.8,87.1,7.75,38.5,57.6,24.78,17.0
768,2,4/12/2006,101900,0.2,,5.2,80.5,7.8,38.1,57.1,27.12,15.6
769,2,4/12/2006,101900,2.0,,5.1,79.6,7.8,38.1,57.2,27.11,18.3
770,2,4/12/2006,101900,4.0,,5.1,79.2,7.8,38.1,57.2,27.11,23.3
771,2,4/12/2006,101900,5.0,,5.1,79.0,7.8,38.1,57.2,27.1,23.2
772,2,22/01/2007,125800,0.2,4.0,5.6,88.7,7.67,39.1,58.4,28.37,15.0
773,2,22/01/2007,125800,2.0,,5.4,85.6,7.65,39.2,58.5,28.03,26.0
774,2,22/01/2007,125800,3.5,,5.3,84.2,7.65,39.2,58.5,28.03,43.0
775,2,28/02/2007,75800,0.2,2.1,5.3,82.4,7.77,35.6,53.8,27.51,6.0
776,2,28/02/2007,75800,2.0,,5.4,82.8,7.83,36.2,54.6,27.38,8.0
777,2,28/02/2007,75800,4.0,,5.3,82.6,7.85,36.3,54.7,27.36,10.0
778,2,5/04/2007,104300,0.2,2.3,6.0,88.6,7.7,38.2,57.2,23.8,5.0
779,2,5/04/2007,104300,2.0,,6.0,88.6,7.7,38.2,57.2,23.6,4.0
780,2,5/04/2007,104300,4.0,,6.0,88.3,7.7,38.2,57.2,23.5,5.0
781,2,30/04/2007,104800,0.2,2.7,5.3,79.4,7.39,38.5,57.6,24.97,11.0
782,2,30/04/2007,104800,2.0,,5.2,78.7,7.4,38.5,57.7,24.85,12.0
783,2,30/04/2007,104800,4.0,,5.0,75.2,7.42,38.6,57.7,24.7,15.0
784,2,1/06/2007,85100,0.2,1.7,5.9,84.3,7.86,39.1,58.4,22.12,7.0
785,2,1/06/2007,85100,2.0,,5.9,84.2,7.85,39.1,58.4,22.11,10.0
786,2,1/06/2007,85100,4.0,,5.8,84.0,7.85,39.1,58.4,22.11,13.0
787,2,1/06/2007,85100,5.0,,5.8,83.7,7.85,39.1,58.4,22.11,8.0
788,2,2/07/2007,111200,0.2,1.5,7.4,93.0,7.93,36.6,55.2,15.65,6.0
789,2,2/07/2007,111200,2.0,,7.4,92.5,7.92,36.7,55.2,15.6,6.0
790,2,2/07/2007,111200,4.0,,7.4,92.4,7.92,36.7,55.2,15.58,5.0
791,2,30/07/2007,94600,0.2,1.6,7.2,94.2,7.79,37.8,56.8,17.11,4.0
792,2,30/07/2007,94600,2.0,,7.2,93.2,7.79,37.9,56.8,17.0,4.0
793,2,30/07/2007,94600,4.0,,7.1,92.5,7.78,37.9,56.8,16.99,5.0
794,2,27/08/2007,103400,0.2,2.7,5.8,77.7,7.7,31.2,47.9,20.31,7.0
795,2,27/08/2007,103400,2.0,,5.7,75.6,7.69,31.2,47.9,19.99,7.0
796,2,27/08/2007,103400,3.5,,5.7,75.0,7.69,31.2,47.9,19.99,12.0
797,2,28/09/2007,95000,0.2,1.5,6.4,86.8,7.76,26.5,41.3,23.34,11.0
798,2,28/09/2007,95000,2.0,,6.4,86.8,7.77,26.6,41.5,23.31,12.0
799,2,28/09/2007,95000,4.0,,6.3,86.5,7.77,26.7,41.6,23.24,16.0
800,2,28/09/2007,95000,5.0,,6.3,86.5,7.77,26.7,41.6,23.24,18.0
801,2,26/10/2007,91800,0.2,1.9,5.8,86.5,8.06,32.8,50.1,25.81,7.0
802,2,26/10/2007,91800,2.0,,5.8,85.6,8.06,32.9,50.2,25.7,9.0
803,2,26/10/2007,91800,4.0,,5.8,85.6,8.06,33.0,50.3,25.7,16.0
804,2,26/10/2007,91800,6.0,,5.8,85.4,8.06,33.0,50.3,25.7,15.0
805,2,26/11/2007,112800,0.2,3.3,6.2,91.2,7.87,32.8,50.1,25.2,14.0
806,2,26/11/2007,112800,2.0,,6.2,90.8,7.86,32.8,50.1,25.21,12.0
807,2,26/11/2007,112800,4.0,,6.2,90.7,7.86,32.8,50.1,25.21,17.0
808,2,10/12/2007,110400,0.2,2.8,5.0,77.5,7.65,33.7,51.4,28.72,10.0
809,2,10/12/2007,110400,2.0,,4.9,77.0,7.66,33.8,51.5,28.64,9.0
810,2,10/12/2007,110400,4.0,,5.0,77.1,7.67,34.0,51.7,28.55,9.0
812,2,22/01/2008,92300,0.2,,5.4,73.9,7.71,14.8,24.3,27.73,11.0
813,2,22/01/2008,92300,2.0,,5.3,72.9,7.71,15.1,24.8,27.65,12.0
814,2,22/01/2008,92300,4.0,,5.2,72.3,7.71,15.2,25.0,27.65,12.0
815,2,22/01/2008,92300,5.5,,5.2,71.8,7.71,15.2,25.0,27.64,16.0
816,2,18/02/2008,93400,0.2,0.7,7.0,83.0,6.37,0.184,0.367,24.19,86.0
817,2,18/02/2008,93400,2.0,,6.9,82.8,6.36,0.185,0.368,24.17,90.0
818,2,18/02/2008,93400,4.0,,6.9,82.6,6.35,0.186,0.371,24.17,90.0
819,2,18/02/2008,93400,6.0,,6.9,82.5,6.36,0.19,0.379,24.19,90.0
820,2,19/03/2008,91400,0.2,10.4,6.0,82.1,7.54,19.4,31.2,25.41,15.0
821,2,19/03/2008,91400,2.0,,5.9,81.0,7.54,20.2,32.4,25.17,16.0
822,2,19/03/2008,91400,4.0,,5.9,80.4,7.58,21.4,34.1,25.0,21.0
823,2,19/03/2008,91400,5.0,,5.9,80.6,7.61,22.0,35.0,24.95,23.0
824,2,21/04/2008,122500,0.2,8.4,6.9,92.7,7.56,24.0,37.8,23.2,5.0
825,2,21/04/2008,122500,2.0,,6.2,82.9,7.41,24.6,38.7,22.48,8.0
826,2,21/04/2008,122500,4.0,,5.3,70.6,7.31,25.8,40.3,22.01,6.0
827,2,4/07/2008,104800,0.2,1.3,6.7,80.2,7.47,17.7,28.6,19.12,7.0
828,2,4/07/2008,104800,2.0,,6.4,76.8,7.45,18.8,30.4,18.65,9.0
829,2,4/07/2008,104800,4.0,,6.4,76.3,7.44,18.8,30.3,18.71,11.0
830,2,4/07/2008,104800,5.5,,6.3,75.9,7.42,18.7,30.2,18.71,17.0
832,2,31/07/2008,85000,0.2,,8.6,85.7,7.02,1.3,2.51,14.95,96.0
833,2,31/07/2008,85000,2.0,,8.5,84.5,7.03,1.64,3.14,14.89,94.0
834,2,31/07/2008,85000,4.0,,8.4,84.5,6.99,1.89,3.59,14.97,91.0
835,2,31/07/2008,85000,5.0,,8.4,84.3,7.02,1.96,3.7,14.99,88.0
836,2,2/09/2008,105000,0.2,2.9,6.1,79.7,7.55,23.7,37.4,21.33,8.0
837,2,2/09/2008,105000,2.0,,6.1,79.5,7.59,24.7,38.7,21.21,10.0
838,2,2/09/2008,105000,4.0,,6.1,80.0,7.61,25.3,39.6,21.23,12.0
839,2,2/09/2008,105000,5.0,,6.2,80.5,7.63,25.4,39.8,21.24,12.0
840,2,25/11/2008,81900,0.2,,5.4,76.2,7.53,24.8,39.0,25.87,11.0
842,2,25/11/2008,81900,2.0,,5.3,75.0,7.56,26.3,41.1,25.45,14.0
843,2,25/11/2008,81900,4.0,,5.7,81.8,7.69,29.5,45.5,25.26,11.0
844,2,25/11/2008,81900,5.5,,5.7,82.4,7.69,29.6,45.7,25.27,14.0
845,2,15/12/2008,115700,0.2,4.8,5.8,90.7,7.62,33.1,50.5,28.68,14.0
846,2,15/12/2008,115700,2.0,,5.7,88.7,7.62,33.3,50.7,28.48,21.0
847,2,15/12/2008,115700,4.0,,5.7,88.5,7.61,33.3,50.7,28.47,21.0
848,2,15/12/2008,115700,5.5,,5.7,87.7,7.61,33.3,50.7,28.47,30.0
849,2,28/01/2009,105400,0.2,4.5,6.0,83.8,7.67,17.9,29.0,27.81,13.0
850,2,28/01/2009,105400,2.0,,5.4,75.9,7.59,17.9,29.0,27.47,15.0
851,2,28/01/2009,105400,4.0,,5.4,75.2,7.58,18.1,29.3,27.23,19.0
852,2,28/01/2009,105400,5.5,,5.3,74.2,7.57,18.1,29.3,27.22,27.0
853,2,26/02/2009,94900,0.2,16.7,6.0,79.3,7.23,8.75,15.0,26.73,26.0
854,2,26/02/2009,94900,2.0,,6.0,79.3,7.27,9.55,16.3,26.66,24.0
855,2,26/02/2009,94900,4.0,,6.0,79.1,7.24,9.74,16.6,26.63,31.0
856,2,29/04/2009,125700,0.2,15.8,6.5,84.6,7.49,16.7,27.2,23.98,12.0
857,2,29/04/2009,125700,2.0,,6.3,82.8,7.47,17.0,27.6,23.8,11.0
858,2,29/04/2009,125700,3.0,,6.3,82.0,7.45,17.1,27.8,23.79,13.0
859,2,28/05/2009,121400,0.2,9.4,6.2,79.0,7.57,23.5,37.1,20.8,7.0
860,2,28/05/2009,121400,2.0,,6.1,77.7,7.55,24.1,37.9,20.39,7.0
861,2,28/05/2009,121400,4.0,,6.1,77.5,7.54,24.1,38.0,20.38,7.0
862,2,25/06/2009,113200,0.2,0.3,6.7,86.1,7.55,28.5,44.1,19.49,6.0
863,2,25/06/2009,113200,2.0,,6.6,84.9,7.52,28.6,44.3,19.43,7.0
864,2,25/06/2009,113200,4.0,,6.6,84.5,7.52,28.7,44.5,19.41,10.0
865,2,25/06/2009,113200,5.5,,6.5,84.2,7.52,28.8,44.5,19.41,11.0
866,2,23/07/2009,105300,0.2,1.3,6.9,88.9,7.48,31.5,48.3,18.47,7.0
867,2,23/07/2009,105300,2.0,,6.8,87.8,7.49,31.8,48.7,18.29,10.0
868,2,19/08/2009,91600,0.2,,7.1,95.3,7.69,32.7,50.0,20.54,7.0
870,2,19/08/2009,91600,2.0,,7.0,94.3,7.69,32.9,50.2,20.47,8.0
871,2,19/08/2009,91600,4.0,,7.0,94.1,7.69,33.0,50.3,20.44,7.0
872,2,18/09/2009,92200,0.2,1.1,6.1,87.5,7.79,35.7,54.0,23.12,6.0
873,2,18/09/2009,92200,2.0,,6.0,86.5,7.74,35.8,54.1,23.07,8.0
874,2,18/09/2009,92200,3.5,,6.0,86.0,7.74,35.8,54.1,23.05,11.0
875,2,19/10/2009,111800,0.2,3.2,6.3,91.2,7.91,37.4,56.2,23.14,47.0
876,2,19/10/2009,111800,2.0,,6.2,90.1,7.89,37.4,56.2,23.08,33.0
877,2,19/10/2009,111800,4.0,,6.2,90.0,7.89,37.4,56.2,23.09,25.0
878,2,19/10/2009,111800,5.0,,6.2,89.2,7.89,37.3,56.1,23.12,24.0
879,2,18/11/2009,104600,0.2,2.7,5.7,88.6,7.87,38.7,57.9,26.8,7.0
880,2,18/11/2009,104600,2.0,,5.6,87.1,7.86,38.7,57.9,26.54,8.0
881,2,18/11/2009,104600,4.0,,5.5,85.6,7.85,38.7,57.9,26.51,12.0
882,2,18/11/2009,104600,5.0,,5.5,85.3,7.85,38.7,57.9,26.52,13.0
883,2,16/12/2009,94800,0.2,2.3,5.3,85.1,7.82,39.9,59.3,27.87,8.0
884,2,16/12/2009,94800,2.0,,5.3,84.8,7.82,39.9,59.3,27.77,10.0
885,2,16/12/2009,94800,4.0,,5.3,83.4,7.81,39.9,59.3,27.74,14.0
886,2,16/12/2009,94800,5.5,,5.2,82.3,7.8,39.8,59.3,27.74,13.0
887,2,21/01/2010,125600,0.2,2.8,5.0,74.4,7.8,23.1,36.6,29.67,9.0
888,2,21/01/2010,125600,2.0,,4.8,70.7,7.75,23.5,37.0,28.95,12.0
889,2,21/01/2010,125600,3.5,,4.7,68.9,7.74,23.8,37.5,28.9,13.0
890,2,16/02/2010,104600,0.2,8.1,4.2,56.2,6.96,4.65,8.37,28.5,41.0
891,2,16/02/2010,104600,2.0,,4.3,57.5,6.95,6.69,11.7,28.41,33.0
892,2,16/02/2010,104600,4.0,,4.5,60.9,7.05,8.78,15.1,28.49,27.0
893,2,16/02/2010,104600,5.5,,4.7,63.0,7.11,9.02,15.5,28.49,26.0
895,2,18/03/2010,110400,0.2,,5.7,69.3,6.95,1.08,2.09,24.83,85.0
896,2,18/03/2010,110400,2.0,,5.6,68.1,6.88,1.21,2.34,24.44,87.0
897,2,18/03/2010,110400,4.0,,5.6,67.7,6.85,1.37,2.63,24.25,88.0
898,2,19/04/2010,125600,0.2,5.5,5.9,76.8,7.41,15.7,25.8,24.4,7.0
899,2,19/04/2010,125600,2.0,,5.1,66.9,7.28,17.2,27.9,23.89,7.0
900,2,19/04/2010,125600,4.0,,5.0,66.1,7.3,19.3,31.0,23.88,12.0
901,2,19/04/2010,125600,5.0,,4.9,65.1,7.29,19.8,31.7,23.88,14.0
902,2,26/05/2010,85100,0.2,2.7,6.1,78.9,7.64,26.5,41.4,20.7,8.0
903,2,26/05/2010,85100,2.0,,6.0,78.9,7.65,27.3,42.4,20.7,8.0
904,2,26/05/2010,85100,3.5,,6.1,79.9,7.66,27.6,42.9,20.7,9.0
905,2,23/06/2010,74200,0.2,1.9,7.0,88.6,7.85,28.2,43.7,18.43,9.0
906,2,23/06/2010,74200,2.0,,6.9,87.3,7.85,28.4,44.0,18.47,10.0
907,2,23/06/2010,74200,4.0,,6.9,87.2,7.85,28.5,44.2,18.46,7.0
908,2,23/06/2010,74200,5.0,,6.9,87.6,7.86,29.0,44.8,18.48,8.0
909,2,28/07/2010,103900,0.2,1.7,6.6,86.7,7.8,32.1,49.1,19.07,12.0
910,2,28/07/2010,103900,2.0,,6.6,85.9,7.83,32.3,49.4,18.9,9.0
911,2,28/07/2010,103900,4.0,,6.6,85.6,7.85,32.5,49.6,18.84,9.0
912,2,28/07/2010,103900,4.5,,6.6,85.6,7.85,32.5,49.7,18.84,10.0
913,2,26/08/2010,101700,0.2,3.0,5.9,72.5,7.98,24.2,38.1,18.5,12.0
914,2,26/08/2010,101700,2.0,,5.9,73.2,8.02,25.1,39.4,18.38,14.0
915,2,26/08/2010,101700,4.0,,6.1,75.3,8.06,26.0,40.7,18.28,17.0
916,2,26/08/2010,101700,5.0,,6.1,76.5,8.1,26.8,41.8,18.23,15.0
917,2,22/09/2010,91000,0.2,2.5,5.1,65.5,7.69,19.7,31.6,21.87,9.0
918,2,22/09/2010,91000,2.0,,5.1,65.1,7.68,21.4,34.2,21.71,12.0
919,2,22/09/2010,91000,4.0,,5.3,69.3,7.83,24.8,39.0,21.6,12.0
920,2,22/09/2010,91000,6.0,,5.6,73.9,7.92,26.0,40.7,21.58,12.0
921,2,27/10/2010,122200,0.2,,6.2,87.7,7.86,24.7,38.8,26.07,6.0
922,2,27/10/2010,122200,2.0,,6.1,86.6,7.82,25.9,40.5,25.33,7.0
923,2,27/10/2010,122200,4.0,,6.3,89.4,7.88,27.8,43.2,25.21,6.0
924,2,27/10/2010,122200,5.5,,6.3,89.2,7.88,28.0,43.4,25.2,6.0
925,2,24/11/2010,110000,0.2,1.3,6.7,93.5,7.74,30.7,47.2,23.52,7.0
926,2,24/11/2010,110000,2.0,,6.6,93.2,7.71,30.8,47.3,23.46,7.0
927,2,24/11/2010,110000,4.0,,6.6,92.6,7.68,30.8,47.3,23.21,9.0
928,2,24/11/2010,110000,5.5,,6.6,91.8,7.66,30.8,47.4,23.2,12.0
929,2,16/12/2010,72000,0.2,,6.8,82.0,6.18,0.136,0.271,24.82,120.0
930,2,16/12/2010,72000,2.0,,6.8,81.5,6.12,0.136,0.271,24.77,119.0
931,2,16/12/2010,72000,4.0,,6.8,81.5,6.12,0.136,0.272,24.78,121.0
932,2,1/02/2011,94600,0.2,31.7,5.5,71.0,6.97,2.19,4.12,27.7,62.0
933,2,1/02/2011,94600,2.0,,5.4,68.7,6.9,2.64,4.93,27.39,79.0
934,2,1/02/2011,94600,4.0,,5.9,77.2,7.09,6.2,10.9,27.27,50.0
935,2,1/02/2011,94600,5.0,,6.1,79.4,7.18,6.97,12.2,27.26,50.0
936,2,23/02/2011,123000,0.2,22.8,7.5,101.0,7.86,12.1,20.3,27.27,22.0
937,2,23/02/2011,123000,2.0,,7.1,95.9,7.74,13.0,21.6,26.79,24.0
938,2,23/02/2011,123000,4.0,,5.9,79.7,7.67,13.9,23.0,26.73,44.0
939,2,23/03/2011,121300,0.2,0.2,6.8,84.0,6.1,0.053,0.106,25.81,132.0
940,2,23/03/2011,121300,2.0,,6.9,84.0,6.01,0.053,0.106,25.7,138.0
941,2,23/03/2011,121300,4.0,,6.9,84.0,5.96,0.053,0.106,25.69,153.0
942,2,23/03/2011,121300,5.0,,6.8,83.9,5.91,0.053,0.107,25.68,166.0
943,2,25/05/2011,145000,0.2,10.4,7.7,90.9,7.49,8.96,15.4,20.81,15.0
944,2,25/05/2011,145000,2.0,,6.4,77.4,7.36,12.7,21.2,20.89,13.0
945,2,25/05/2011,145000,4.0,,5.5,67.1,7.34,15.2,25.0,21.18,10.0
946,2,25/05/2011,145000,5.0,,5.3,64.9,7.33,15.8,25.8,21.17,11.0
947,2,9/06/2011,152400,0.2,6.8,7.0,84.5,7.71,17.5,28.4,19.4,7.0
948,2,9/06/2011,152400,2.0,,6.9,83.1,7.67,17.9,29.0,19.58,8.0
949,2,9/06/2011,152400,4.0,,6.7,82.1,7.66,18.7,30.2,19.61,11.0
950,2,6/07/2011,125900,0.2,2.7,8.7,104.6,7.58,23.3,36.8,17.48,6.0
951,2,6/07/2011,125900,2.0,,8.6,103.1,7.55,23.5,37.1,17.34,8.0
952,2,6/07/2011,125900,4.0,,8.5,102.2,7.53,23.6,37.2,17.31,8.0
953,2,6/07/2011,125900,6.0,,8.4,101.4,7.5,23.7,37.3,17.3,14.0
954,2,28/09/2011,105400,0.2,5.4,6.2,84.4,7.64,29.8,46.0,22.07,12.0
955,2,28/09/2011,105400,2.0,,6.1,82.2,7.66,30.6,47.0,21.66,16.0
956,2,28/09/2011,105400,4.0,,6.0,82.0,7.69,31.2,47.9,21.5,20.0
957,2,28/10/2011,100600,0.2,3.6,5.9,86.5,7.75,31.8,48.7,25.46,10.7
958,2,28/10/2011,100600,2.0,,5.9,85.8,7.76,32.2,49.3,25.28,17.3
959,2,28/10/2011,100600,4.0,,5.8,85.3,7.76,32.3,49.4,25.27,19.6
960,2,28/10/2011,100600,6.0,,5.8,85.0,7.76,32.3,49.4,25.26,24.4
961,2,23/11/2011,75000,0.2,1.3,6.0,91.9,7.81,34.4,52.3,27.52,8.0
